cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
39_65,"['38_86', '38_142']",1,inf,31.684,14.8917
39_77,"['37_48', '38_176']",1,inf,17.7657,17.5509
39_164,"['37_75', '38_123']",1,0.3282932530485001,19.1876,16.5873
38_165,"['37_48', '36_136']",1,0.32046515771127343,18.806,17.0009
38_86,"['36_129', '37_118']",1,0.292665201897703,29.5455,15.0814
39_127,"['38_109', '38_93']",1,0.2844794700287789,19.5466,16.2694
37_15,"['36_48', '36_124']",1,0.23977664815758679,24.9561,15.6088
38_142,"['36_129', '37_78']",1,0.22498388216362142,31.6186,14.9648
39_20,"['38_109', '38_59']",1,0.204709057828384,23.5864,15.6893
39_7,"['38_109', '38_59']",1,0.18742055127311497,25.6492,15.4458
37_0,"['36_126', '36_48']",1,0.16807344750510828,21.4345,16.2601
39_102,"['38_142', '38_86']",1,0.1664910765828705,28.4533,15.1383
38_163,"['37_57', '37_118']",1,0.15764792819490786,28.0395,15.2364
39_99,"['37_127', '37_127']",1,0.15329394683205086,18.68,17.3425
38_150,"['37_57', '37_0']",1,0.1320501518259306,21.9748,15.8346
39_113,"['38_109', '37_127']",1,0.12827849824633697,17.8481,17.3651
39_73,"['38_62', '38_166']",1,0.12116632847163711,21.8473,15.9572
39_173,"['34_109', '38_86']",1,0.11324941705970501,26.7778,15.2374
39_37,"['38_148', '38_166']",1,0.09440370794632044,22.9692,15.8204
38_109,"['37_7', '37_108']",1,0.09364503761131462,23.015,15.7823
38_139,"['35_107', '37_118']",1,0.09075428785361495,26.4268,15.3914
39_153,"['38_121', '38_63']",1,0.08756075985478762,21.7361,16.1112
39_84,"['38_86', '37_118']",1,0.06870263569576314,26.6878,15.2793
37_127,"['36_83', '36_32']",1,0.06826902719033252,18.542,17.3581
39_4,"['38_139', '37_18']",1,0.06090782564977647,26.6161,15.3892
39_94,"['37_0', '38_140']",1,0.056004472708376135,21.631,16.2207
38_121,"['37_103', '36_126']",1,0.0487290073925739,21.7267,16.167
39_16,"['38_163', '38_47']",2,inf,33.3584,14.9227
39_93,"['38_165', '38_46']",2,inf,17.8718,17.4251
39_76,"['38_142', '37_15']",2,0.3700390915049964,30.1238,15.1432
39_27,"['36_3', '38_86']",2,0.2969798468500266,32.1474,14.9414
39_67,"['38_165', '38_3']",2,0.28272523584699183,18.3468,17.421
39_168,"['38_136', '38_136']",2,0.27070001691999873,19.3329,16.9537
39_129,"['38_140', '38_165']",2,0.25523193780875364,20.0875,16.3577
39_171,"['34_109', '38_81']",2,0.23799037237142276,21.0624,16.2957
39_162,"['38_130', '38_163']",2,0.20290154450578055,28.2746,15.2416
39_160,"['37_102', '38_123']",2,0.19292411677954857,23.3654,15.7894
39_167,"['38_136', '38_118']",2,0.19151079507213917,19.9163,16.7492
39_3,"['37_0', '38_86']",2,0.18342073553778998,24.6355,15.6977
39_172,"['38_59', '38_59']",2,0.18329870837846324,26.2211,15.5395
39_142,"['38_63', '38_150']",2,0.1785512841924587,22.2754,15.8437
39_24,"['37_15', '38_88']",2,0.17248368973995953,22.1641,16.0977
