cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
85_55,"['81_33', '81_33']",1,inf,15.3176,13.9896
87_149,"['86_95', '85_32']",1,inf,34.4281,12.3642
77_140,"['76_136', '69_58']",1,0.30597107899613585,16.837,13.8225
87_161,"['86_118', '85_18']",1,0.16222762145227748,19.5472,13.5421
86_50,"['85_18', '85_123']",1,0.14548415196786368,19.7263,13.3683
87_167,"['84_53', '85_136']",1,0.13081709355826274,19.1661,13.8196
87_59,"['85_31', '86_95']",1,0.12893956468327838,31.8112,12.4592
87_159,"['85_79', '85_148']",1,0.12634941097085656,21.0163,13.2223
86_95,"['85_152', '85_79']",1,0.12475923772666166,29.7239,12.6056
87_94,"['86_118', '86_15']",1,0.1206813088395299,21.4666,13.1439
87_165,"['86_5', '86_52']",1,0.12040270500163829,22.5873,13.062
87_52,"['85_31', '85_31']",1,0.11824694927421175,33.4851,12.4458
87_145,"['86_44', '85_79']",1,0.11793456547953449,28.5572,12.6502
87_132,"['86_44', '86_51']",1,0.11121901522856056,30.9646,12.5325
87_54,"['86_95', '86_149']",1,0.10989596981852562,30.0114,12.5711
87_155,"['85_79', '86_52']",1,0.10903075118613573,22.3232,13.1373
87_28,"['86_36', '86_15']",1,0.1045122196678969,19.5219,13.6146
87_74,"['86_118', '86_51']",1,0.09948758534273668,24.1329,12.9504
87_99,"['86_21', '85_79']",1,0.09894117921763748,24.9386,12.9204
85_31,"['83_65', '84_145']",1,0.09583471608280765,33.2124,12.453
87_101,"['86_156', '86_0']",1,0.09515502869923273,23.6236,13.0522
87_152,"['86_168', '85_32']",1,0.08939684539540543,31.6595,12.5305
84_53,"['80_100', '82_65']",1,0.08049527691797823,19.21,13.8117
87_81,"['85_136', '86_50']",1,0.0789993941415628,19.3088,13.7009
87_127,"['86_54', '86_72']",1,0.07481855627468974,20.5593,13.2721
87_39,"['85_79', '86_9']",1,0.07468797733549215,27.4582,12.742
87_83,"['86_156', '86_155']",1,0.07278718546419308,25.6028,12.9146
