cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
44_144,"['43_158', '43_47']",1,inf,30.8015,14.6036
45_91,"['43_166', '44_0']",1,inf,17.2617,16.697
45_23,"['44_41', '44_38']",1,0.2832311871365511,22.8182,15.1984
44_131,"['43_120', '43_79']",1,0.27974539675876325,18.9095,15.9734
45_52,"['43_47', '43_93']",1,0.2339007087460478,29.395,14.6945
45_71,"['44_72', '44_156']",1,0.22314542428861106,18.468,16.192
45_75,"['44_38', '44_120']",1,0.20447114536870878,24.3646,15.1212
45_153,"['44_153', '44_140']",1,0.183462432611634,19.8329,15.5221
45_53,"['42_129', '42_122']",1,0.1739320830186181,21.3894,15.4646
45_105,"['44_153', '44_131']",1,0.168677931234546,19.3982,15.7502
45_84,"['44_40', '44_37']",1,0.15219145800706835,25.013,15.1097
45_49,"['44_112', '44_129']",1,0.15032359905713558,25.7597,15.0183
45_41,"['44_129', '44_55']",1,0.14624327400549325,28.3686,14.7995
45_83,"['44_120', '44_96']",1,0.14523499779601595,27.3296,14.8626
45_163,"['44_153', '44_23']",1,0.1424246630070641,20.6013,15.4978
44_72,"['42_122', '43_96']",1,0.14219629261578093,18.1325,16.3204
45_179,"['44_68', '44_161']",1,0.14106684671721936,19.7077,15.7437
44_41,"['43_54', '43_172']",1,0.132820948184856,22.06,15.3578
44_129,"['43_3', '42_129']",1,0.12596378018456444,28.5562,14.7461
44_120,"['42_129', '43_164']",1,0.1186110634858763,27.2365,14.9285
45_34,"['44_41', '44_41']",1,0.10054554154117043,22.0521,15.358
45_120,"['44_118', '44_22']",1,0.10045371399233984,26.4338,14.9724
43_166,"['42_108', '42_128']",1,0.09874411025014057,17.5354,16.5792
45_106,"['44_25', '43_166']",1,0.07822818795689454,17.7165,16.4823
42_122,"['39_164', '40_70']",1,0.07809528465751994,18.0497,16.425
45_178,"['44_48', '44_0']",1,0.07648657204128377,17.4105,16.6417
45_70,"['44_112', '44_118']",1,0.07171260850324306,26.2942,14.9931
45_103,"['44_35', '44_72']",1,0.03341619947754381,17.9916,16.4621
45_11,"['44_48', '44_161']",1,0.029967251888117566,17.8993,16.4717
43_59,"['42_138', '42_144']",2,inf,17.3175,16.8595
45_94,"['44_129', '44_144']",2,inf,31.0085,14.6246
44_38,"['41_31', '43_47']",2,0.30040794181037106,23.1151,15.2287
45_12,"['44_41', '43_59']",2,0.29992409671242765,18.166,16.576
45_15,"['44_153', '42_129']",2,0.2082090221412035,22.3373,15.4732
45_114,"['44_144', '44_78']",2,0.19883002773392267,29.5188,14.7826
45_86,"['44_22', '44_80']",2,0.18289181717825045,24.7055,15.1884
45_67,"['44_129', '44_144']",2,0.17950538191595689,30.5161,14.7312
44_118,"['43_158', '43_41']",2,0.1758031781400568,28.3716,14.8255
45_79,"['43_166', '44_156']",2,0.1615105331061676,19.6018,15.8154
45_136,"['44_72', '44_72']",2,0.14594997383474206,18.2217,16.3368
45_112,"['44_161', '43_1']",2,0.14023553272289135,19.432,15.8842
44_23,"['41_31', '43_130']",2,0.13993523416660503,21.3768,15.525
44_96,"['43_0', '43_164']",2,0.13972932473703328,27.7012,14.8788
45_143,"['42_122', '44_131']",2,0.13923281639970617,19.1484,16.0548
44_153,"['43_74', '43_1']",2,0.13583684555180603,20.0174,15.6188
45_108,"['44_120', '44_80']",2,0.13140814597720388,27.4326,14.9845
44_78,"['42_129', '43_63']",2,0.12990459946783653,26.5686,14.9876
44_47,"['43_96', '43_130']",2,0.09853949876534272,20.524,15.5838
45_25,"['44_153', '44_0']",2,0.09508177783514322,19.0493,16.1329
45_28,"['44_153', '44_80']",2,0.09333334747368373,21.9608,15.5056
45_172,"['44_80', '44_120']",2,0.09157203392393784,26.0296,15.0458
45_146,"['43_158', '44_112']",2,0.07134298926879055,25.2558,15.1694
45_138,"['42_122', '43_158']",2,0.06426802660756849,19.0069,16.2442
44_112,"['43_93', '42_166']",2,0.06301449500194596,25.7828,15.1251
45_3,"['44_47', '44_146']",2,0.06062409131567223,18.6278,16.3252
45_90,"['44_112', '44_80']",2,0.058314356258635666,25.3343,15.1316
45_144,"['44_38', '44_129']",2,0.053509012654640496,25.9281,15.0877
44_0,"['43_120', '43_163']",2,0.052562739860527466,18.8716,16.3074
45_72,"['43_130', '44_153']",2,0.0427225645699469,20.1322,15.5984
45_36,"['44_0', '44_146']",2,0.03816107468589255,18.9713,16.2638
45_176,"['44_47', '44_48']",2,0.035150070629252655,20.4363,15.5917
45_76,"['43_47', '44_78']",3,inf,31.6087,14.6782
45_151,"['43_59', '44_0']",3,inf,17.3731,17.1868
45_58,"['44_25', '44_156']",3,0.4695634037372209,18.4515,16.5269
45_51,"['44_112', '44_19']",3,0.32712115185936896,29.8156,14.828
45_156,"['43_59', '44_131']",3,0.3104999405602015,18.9952,16.2947
45_123,"['44_0', '44_156']",3,0.20071449703200467,19.4986,15.9325
45_171,"['44_19', '44_80']",3,0.17791235644115788,28.1964,14.8975
45_63,"['42_122', '44_153']",3,0.1448975937509855,20.2853,15.6315
45_26,"['44_131', '44_47']",3,0.1438730611592017,20.1878,15.8148
45_166,"['43_93', '44_112']",3,0.13072722156442707,25.417,15.1845
45_7,"['44_166', '43_41']",3,0.12595339317582654,26.7,15.0531
45_92,"['44_75', '44_41']",3,0.12494875841721281,22.3657,15.5123
43_93,"['41_31', '42_34']",3,0.11939552234337351,24.889,15.2042
45_129,"['44_105', '44_96']",3,0.11167939029181553,23.1908,15.4303
45_149,"['44_23', '44_47']",3,0.10920602225537164,21.073,15.6073
45_97,"['44_78', '44_166']",3,0.10767494590588492,27.5934,15.0065
45_127,"['44_112', '44_129']",3,0.09788683667625336,26.153,15.099
45_98,"['44_112', '44_47']",3,0.09545086843431735,23.546,15.3192
45_43,"['44_80', '44_47']",3,0.09437640224447473,21.5017,15.5719
45_152,"['44_38', '44_112']",3,0.09294005187946267,24.2343,15.2756
45_150,"['44_40', '44_156']",3,0.08445118227672588,22.1078,15.5529
43_83,"['42_91', '42_49']",3,0.07436331016582408,19.6133,15.874
45_130,"['44_140', '43_41']",3,0.06923918044946557,23.211,15.3811
45_162,"['44_19', '44_23']",3,0.06573082602422728,24.1232,15.3024
45_31,"['43_47', '44_118']",3,0.059468432049872386,27.9565,14.9467
45_13,"['42_129', '43_93']",3,0.05672185229804319,26.2623,15.0879
45_142,"['44_37', '44_174']",3,0.04934447400965998,27.7272,14.964
45_50,"['44_131', '44_30']",3,0.03137704484216484,19.5565,15.8901
45_80,"['44_41', '43_59']",4,inf,18.5061,16.8175
45_164,"['44_118', '44_38']",4,inf,26.788,15.1002
45_99,"['44_105', '43_166']",4,0.6211328980711539,19.174,16.3036
45_169,"['44_37', '43_93']",4,0.4047690250825664,25.5703,15.258
45_4,"['44_25', '44_144']",4,0.3097942859351911,20.8372,15.678
45_87,"['42_90', '44_23']",4,0.28987575943424443,23.3562,15.5285
45_54,"['42_122', '44_153']",4,0.27688909669691675,20.114,15.89
45_21,"['44_112', '44_22']",4,0.2590076210664538,24.1292,15.3517
45_132,"['43_83', '44_153']",4,0.255317632340858,19.5028,15.9575
45_148,"['43_93', '44_22']",4,0.22856835927125124,24.4239,15.3051
45_2,"['44_78', '44_156']",4,0.16592805555101145,22.0334,15.6512
45_124,"['44_47', '44_41']",4,0.16004134860368774,21.5618,15.6582
45_64,"['44_156', '44_22']",4,0.1375837908102901,22.4928,15.5663
45_117,"['44_41', '44_38']",4,0.12626273669010432,22.6496,15.5427
45_5,"['43_83', '44_72']",4,0.0990260769689476,19.85,15.9488
45_44,"['44_30', '44_161']",4,0.04698883931704477,19.6059,15.9547
45_115,"['44_64', '44_78']",5,inf,20.14,16.3253
45_154,"['44_118', '44_57']",5,inf,28.492,15.1145
45_65,"['44_156', '42_69']",5,0.4137724203433455,20.1733,15.9481
45_121,"['42_122', '43_93']",5,0.3021335043991063,20.9353,15.9396
45_126,"['44_41', '44_74']",5,0.30052036461121956,24.8802,15.3154
45_38,"['44_22', '44_120']",5,0.28509043607532186,26.1001,15.2781
45_30,"['42_1', '44_25']",5,0.25782342300521405,21.7284,15.6874
45_32,"['44_72', '43_93']",5,0.2503199532749323,22.9369,15.6112
45_20,"['43_47', '44_105']",5,0.23355449897284608,26.8812,15.2603
45_107,"['43_130', '42_129']",5,0.22059739404744183,24.3595,15.4834
45_62,"['44_0', '44_129']",5,0.21294748128908841,21.0695,15.7122
45_46,"['43_158', '41_31']",5,0.2034285183349855,23.486,15.5301
45_29,"['44_105', '44_112']",5,0.20109558750934997,24.4317,15.4001
45_113,"['44_74', '44_74']",5,0.18794927311286588,27.2801,15.1168
45_88,"['44_22', '42_1']",5,0.16627769851034307,27.0471,15.1326
45_128,"['44_74', '44_30']",5,0.090303848220422,21.4092,15.7019
45_82,"['44_90', '44_112']",5,0.09003476612783846,23.3068,15.5771
45_101,"['44_80', '44_47']",5,0.0724519909891438,23.2631,15.6068
45_47,"['44_146', '44_38']",5,0.049179665102201675,21.0811,15.7029
45_57,"['44_156', '43_83']",6,inf,20.5109,15.9614
45_135,"['44_74', '43_158']",6,inf,27.0494,15.1547
45_6,"['44_129', '43_158']",6,0.5724724678352646,25.2289,15.3211
45_24,"['44_102', '44_41']",6,0.42330922433770635,25.0703,15.4906
45_141,"['44_75', '43_166']",6,0.33675300170887573,21.1121,15.7912
45_122,"['44_48', '44_22']",6,0.3130049883612674,22.6379,15.74
45_119,"['43_83', '43_93']",6,0.3029307116560197,20.5583,15.9573
45_160,"['43_83', '44_96']",6,0.3007388880912003,23.2403,15.6905
45_167,"['44_131', '44_41']",6,0.29682472609172705,21.2461,15.7705
45_42,"['44_30', '44_129']",6,0.29491452535349044,23.736,15.5492
45_35,"['44_23', '44_96']",6,0.23437161239633136,25.194,15.3876
45_170,"['44_90', '44_129']",6,0.23276585892985646,23.5675,15.5618
45_78,"['44_103', '43_93']",6,0.15349232353847328,22.8396,15.7146
45_0,"['44_153', '44_120']",6,0.0413896259341882,23.7118,15.5609
45_89,"['43_158', '44_118']",7,inf,27.1598,15.1773
45_96,"['41_31', '43_59']",7,inf,20.5649,16.2261
45_33,"['43_47', '44_103']",7,0.4433265131752022,26.9048,15.3271
45_147,"['44_78', '43_130']",7,0.3868221293529189,23.9838,15.5584
45_55,"['44_74', '44_16']",7,0.386244525578725,25.3203,15.4425
45_95,"['44_0', '44_144']",7,0.3502919251832953,25.4866,15.3923
45_59,"['43_47', '44_146']",7,0.3499643499225692,21.1524,16.0247
45_37,"['43_59', '43_130']",7,0.2811129746503719,20.7023,16.14
45_140,"['44_131', '43_93']",7,0.2694949720699867,21.6981,15.7729
45_102,"['44_38', '44_146']",7,0.2595632198002795,21.4062,15.8849
