cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
2_74,"['0_1', '1_166']",1,inf,66.6966,19.6006
4_140,"['3_150', '2_104']",1,inf,25.1411,27.6888
5_54,"['2_108', '3_115']",1,0.5138894463110748,52.7994,20.4931
2_108,"['0_2', '0_0']",1,0.4447709820777824,57.2926,19.7029
5_128,"['1_136', '3_115']",1,0.37186744517005355,36.7226,22.6289
5_167,"['4_125', '3_178']",1,0.3658788393260476,45.775,21.6176
3_115,"['2_102', '2_108']",1,0.2642774696585505,42.712,22.1132
4_120,"['3_77', '2_42']",1,0.20266511631653955,33.9606,23.4176
4_97,"['3_80', '2_155']",1,0.19580688463586746,26.1313,26.5821
5_44,"['4_113', '4_129']",1,0.19353984430758014,30.1733,23.891
5_141,"['4_74', '4_50']",1,0.1834341429476708,26.6353,26.3959
5_104,"['4_140', '4_129']",1,0.18058687544070737,28.4221,24.701
5_38,"['4_41', '4_90']",1,0.16447898500233593,27.229,25.3121
5_60,"['2_42', '4_145']",1,0.11098070577599578,31.5823,23.7507
5_164,"['4_66', '4_157']",1,0.09841534713192951,32.859,23.5161
5_26,"['4_113', '4_178']",1,0.08807112058089575,27.9963,24.9279
4_125,"['3_178', '2_42']",1,0.07859532439194489,44.4587,21.829
5_106,"['4_125', '2_42']",1,0.07717055176750776,43.8314,21.875
5_124,"['4_60', '4_6']",1,0.06596576137526805,27.6646,25.2659
5_19,"['4_97', '4_140']",2,inf,25.6342,28.7865
5_42,"['4_94', '2_108']",2,inf,57.6357,20.8539
5_131,"['2_108', '4_129']",2,0.5426065752741123,53.9011,21.5564
5_118,"['4_125', '3_66']",2,0.3558277542244001,44.5239,21.908
5_150,"['2_108', '1_136']",2,0.3000733761113357,42.9664,22.3091
5_125,"['4_122', '2_42']",2,0.29894914913603876,37.718,22.7479
5_33,"['3_13', '4_113']",2,0.25876659513495387,26.1445,27.4497
5_139,"['3_77', '2_42']",2,0.1823220091325886,33.2343,23.5241
5_144,"['4_65', '4_178']",2,0.17141568145984556,32.6886,24.1646
5_153,"['4_5', '4_54']",2,0.1590050177243061,27.7179,25.8611
5_30,"['4_132', '4_129']",2,0.13300621443613636,35.7872,23.4864
5_29,"['4_23', '4_38']",2,0.13180274426230928,27.6314,26.6828
5_84,"['4_50', '4_22']",2,0.11762591017233275,26.3817,26.9191
4_87,"['1_136', '3_178']",2,0.10495222398702041,37.5572,23.3397
5_123,"['4_6', '4_41']",2,0.09931164900465969,27.7739,25.4568
2_42,"['1_45', '0_2']",2,0.09923309107895159,43.9922,21.9228
5_168,"['4_97', '4_43']",2,0.09909863421695464,30.5416,25.1326
5_24,"['4_60', '4_145']",2,0.09509465255810944,30.6463,24.8819
5_138,"['4_129', '4_97']",2,0.09402403919963179,31.5921,24.4768
5_163,"['4_84', '4_149']",2,0.08076106006472666,29.1754,25.3034
5_4,"['4_145', '4_23']",2,0.08062261037373245,31.3099,24.5687
5_10,"['4_125', '4_84']",2,0.07380321345201862,37.243,23.4627
5_72,"['4_140', '4_113']",2,0.0688397623121369,27.0396,26.7385
5_96,"['1_136', '4_140']",2,0.0631327441105026,29.0992,25.4157
4_65,"['3_66', '3_104']",3,inf,40.8732,22.7963
5_127,"['4_140', '3_136']",3,inf,26.4525,28.2254
5_173,"['4_129', '4_157']",3,0.34865269085288175,38.0018,22.9115
5_66,"['4_122', '3_115']",3,0.2790461931672782,36.1776,23.6028
5_57,"['4_120', '4_90']",3,0.25383105234801473,37.7844,23.5263
5_48,"['4_38', '4_125']",3,0.2411705726939904,27.1815,26.7736
5_132,"['3_136', '4_158']",3,0.21917967512332964,31.3399,25.2873
5_142,"['4_120', '4_125']",3,0.21766986643137215,33.9864,23.6114
4_41,"['2_104', '3_175']",3,0.2105168303381791,29.2852,25.4533
5_3,"['4_56', '4_6']",3,0.20603345298502357,26.5058,27.6216
5_112,"['2_42', '4_65']",3,0.20366460229377414,33.4199,24.4061
5_46,"['4_22', '4_41']",3,0.20305157306851507,26.5547,27.1453
5_122,"['4_120', '4_43']",3,0.18566165998754236,33.4817,23.7696
4_158,"['2_51', '3_143']",3,0.16445714473229117,32.5504,24.5247
4_122,"['3_143', '3_66']",3,0.16352674625701843,31.9724,24.754
5_27,"['4_60', '4_97']",3,0.14728991504973185,27.8906,26.3389
5_148,"['4_6', '4_6']",3,0.1347940633921069,28.8126,25.649
4_74,"['2_155', '3_106']",3,0.13301664300827012,28.1314,25.9836
4_145,"['3_2', '3_143']",3,0.09596944700392958,31.4332,24.9919
5_137,"['4_74', '4_74']",3,0.06409282125806404,27.9606,26.0504
4_84,"['3_113', '2_51']",3,0.06088035784398222,31.3792,25.0517
4_113,"['3_106', '2_104']",3,0.05799369602128723,27.9514,26.2638
5_52,"['4_178', '4_52']",3,0.042893253671257986,29.0813,25.5799
4_6,"['3_174', '3_175']",3,0.031360645466326956,29.0255,25.5884
5_31,"['4_136', '2_108']",4,inf,41.1765,22.9066
5_78,"['3_66', '2_104']",4,inf,27.1459,28.1428
5_50,"['4_87', '4_9']",4,0.4574107648409981,38.2436,23.6479
5_51,"['4_120', '4_140']",4,0.42697436732506466,35.2582,23.8801
5_158,"['3_136', '4_90']",4,0.4145219942212193,27.9352,27.6593
5_68,"['4_74', '4_74']",4,0.40242187628276116,28.2104,26.0444
5_12,"['3_115', '3_66']",4,0.3506080967120412,39.5358,23.0814
5_171,"['4_41', '4_104']",4,0.3116757466665077,29.4106,25.5244
5_93,"['4_6', '4_145']",4,0.24066713475039192,32.4648,24.9684
5_176,"['4_136', '4_41']",4,0.23708352876862554,33.5392,24.4242
5_55,"['1_136', '4_41']",4,0.22642915844370587,33.8641,24.2492
5_140,"['3_2', '3_13']",4,0.2129111233356975,31.5321,25.2625
4_52,"['3_115', '3_136']",4,0.18485026087836387,28.8448,25.8916
5_62,"['4_97', '4_158']",4,0.14859356773770918,27.2709,27.8643
5_43,"['4_84', '4_50']",4,0.11095410407873213,31.8565,25.0564
5_133,"['4_74', '4_145']",4,0.06248149792441329,31.6476,25.2444
5_119,"['4_41', '4_140']",5,inf,28.2442,26.626
5_130,"['4_120', '4_65']",5,inf,39.6289,23.2555
5_20,"['4_38', '4_6']",5,0.5063783403837434,29.4991,25.916
5_73,"['4_15', '3_115']",5,0.4924624034468709,30.3335,25.5378
5_179,"['4_122', '4_132']",5,0.4912552781616595,32.2028,25.0566
5_113,"['4_87', '4_65']",5,0.29009992717019034,36.8624,23.9515
5_161,"['4_129', '4_87']",5,0.2687132644770331,38.3171,23.6534
5_36,"['4_120', '4_129']",5,0.233278520506263,38.8985,23.6486
5_87,"['4_125', '4_66']",5,0.22952360163856295,35.332,24.1394
5_151,"['3_77', '1_136']",5,0.2171401253164949,34.4795,24.4971
5_39,"['2_42', '4_41']",5,0.2166172997841566,33.7213,24.885
5_166,"['4_157', '4_74']",5,0.19017443319577265,36.4594,24.0812
5_89,"['1_136', '3_2']",5,0.1816849360388742,33.9954,24.8572
5_41,"['3_115', '4_5']",5,0.18100788764239467,34.6543,24.3204
3_66,"['2_108', '2_63']",6,inf,40.4896,23.3327
5_175,"['4_113', '4_157']",6,inf,28.3089,26.8824
5_88,"['4_64', '4_125']",6,0.40125073027513025,34.7214,24.9508
5_98,"['4_90', '4_113']",6,0.3215890197529495,28.5224,26.7355
5_135,"['3_77', '4_74']",6,0.31400366165316496,29.8515,26.1904
5_97,"['4_113', '4_52']",6,0.2964566791580252,30.9468,25.6338
5_11,"['4_157', '4_140']",6,0.2692911169977775,35.3233,24.5691
5_49,"['4_158', '4_65']",6,0.26579080055648685,32.3454,25.1256
5_77,"['4_129', '4_32']",6,0.2365034941198998,32.2383,25.2966
5_23,"['4_157', '3_136']",6,0.23150032013897914,37.8501,24.0801
5_85,"['3_66', '3_66']",6,0.2170659780686936,40.3302,23.5109
5_129,"['4_157', '4_145']",6,0.21018229022955154,38.8166,23.6911
5_155,"['4_145', '4_136']",6,0.19539677466784405,30.798,25.9292
5_114,"['4_129', '4_52']",6,0.17502700578934335,38.979,23.663
5_103,"['4_158', '4_157']",6,0.1560868417006916,36.6423,24.2432
5_126,"['4_122', '4_125']",6,0.1512885769355677,30.1356,26.091
5_92,"['4_23', '3_66']",6,0.1465474417709557,36.2817,24.4496
5_149,"['4_52', '3_178']",6,0.14510440776901878,37.4246,24.1072
5_0,"['4_84', '3_115']",6,0.0877499687351909,36.525,24.3991
5_53,"['4_136', '4_87']",6,0.05696568317598569,32.2992,25.1884
5_47,"['4_52', '3_77']",7,inf,28.472,27.0044
5_95,"['2_42', '4_129']",7,inf,40.8158,23.4938
5_45,"['4_157', '3_2']",7,0.5653233584516972,36.2073,25.1228
5_146,"['4_9', '4_145']",7,0.47977040981043306,37.9831,24.4929
5_5,"['4_120', '4_113']",7,0.3466740896723661,30.0288,26.4111
5_18,"['4_113', '2_74']",7,0.3389165450020972,33.5386,25.2135
5_75,"['3_66', '4_159']",7,0.3153206231951933,39.4609,23.9581
5_90,"['3_136', '4_65']",7,0.3015623798998439,30.8955,25.9525
5_105,"['4_97', '4_178']",7,0.29512244518700315,29.9309,26.8952
5_63,"['4_145', '4_43']",7,0.22302377814485885,32.8441,25.3561
5_107,"['4_38', '4_134']",7,0.19875823010021065,38.5831,24.1142
5_109,"['4_87', '3_77']",7,0.16456583875111339,32.2684,25.6352
5_160,"['2_42', '4_38']",7,0.11572089499675273,31.7101,25.8306
5_13,"['4_41', '4_94']",7,0.11557795690248678,38.9601,24.073
5_56,"['4_84', '4_6']",7,0.08588434320872633,31.8507,25.6513
5_177,"['4_41', '4_152']",7,0.06246422411182348,31.7937,25.8017
5_22,"['3_178', '4_56']",8,inf,42.2087,23.6484
5_25,"['4_145', '4_113']",8,inf,29.3065,28.1603
5_162,"['4_74', '2_104']",8,0.4950597427523299,29.4333,27.1227
5_116,"['3_66', '4_43']",8,0.42776633701886346,34.8299,25.2353
5_174,"['4_6', '2_74']",8,0.40387851762094684,38.3101,25.1825
5_108,"['2_108', '4_158']",8,0.3396496787934504,40.5701,24.1137
5_117,"['4_87', '3_66']",8,0.3256325112193361,30.7399,26.4279
5_83,"['4_158', '3_77']",8,0.3099327382807662,33.3057,25.3625
5_1,"['4_66', '4_84']",8,0.2626328379366943,38.6156,24.7369
5_101,"['4_84', '4_41']",8,0.20955382744080436,32.4479,25.8007
5_34,"['2_74', '4_178']",8,0.18008862520302038,39.3166,24.3495
5_169,"['4_65', '4_145']",8,0.14941577032328257,39.3595,24.1845
5_178,"['3_115', '4_115']",8,0.13334942805982308,31.8585,25.8019
5_91,"['4_74', '4_66']",8,0.1246433587525087,30.9458,26.1824
5_147,"['3_66', '4_158']",8,0.10079924352611902,31.5787,26.0984
5_79,"['4_23', '3_13']",8,0.06767108366218433,31.5288,26.1414
5_58,"['4_140', '3_136']",9,inf,29.7679,27.2492
5_71,"['4_134', '4_15']",9,inf,46.3668,24.368
5_16,"['2_42', '4_52']",9,0.6860131735871295,42.2826,24.4966
5_115,"['4_134', '4_158']",9,0.6346815876385445,37.946,25.3842
5_2,"['4_74', '4_32']",9,0.3873194341135663,30.867,27.0602
5_76,"['4_113', '4_64']",9,0.2942179141539015,31.2165,26.3847
5_136,"['2_74', '3_66']",9,0.29068662946137974,44.0219,24.4623
5_9,"['4_64', '4_65']",9,0.2724926130236957,33.0333,25.8111
5_102,"['4_9', '4_113']",9,0.23274680352186225,31.8941,25.9913
5_59,"['2_74', '4_38']",9,0.2092991580233366,37.1636,25.4367
5_8,"['4_113', '2_42']",9,0.20168384764907346,33.4721,25.4801
5_145,"['4_84', '4_136']",9,0.17709174997417884,34.8665,25.4527
5_14,"['3_178', '4_32']",9,0.13865093378883056,31.4865,26.2132
5_65,"['3_77', '3_66']",9,0.09351549305348131,34.3295,25.455
5_154,"['4_140', '4_65']",9,0.07578994764139499,31.4097,26.3067
5_32,"['4_6', '4_134']",10,inf,42.6153,24.5089
5_111,"['4_90', '4_140']",10,inf,29.8332,27.3028
5_40,"['4_74', '4_159']",10,1.1171805264662749,34.6358,25.4735
5_165,"['4_50', '4_64']",10,0.362329726791064,31.677,26.4473
5_6,"['3_77', '4_74']",10,0.33658526532560273,32.1978,26.1065
5_172,"['4_32', '3_2']",10,0.2890090069138649,31.4877,26.9636
5_120,"['3_136', '4_74']",10,0.2508461763368417,31.4379,27.2025
5_110,"['4_140', '4_23']",10,0.20930409909568906,33.8016,25.7037
5_100,"['4_74', '3_66']",10,0.20799639919783258,33.3889,25.8811
5_7,"['4_15', '4_52']",10,0.09578281160498173,33.537,25.8181
5_121,"['3_2', '3_136']",11,inf,29.9322,28.268
5_143,"['4_115', '2_42']",11,inf,38.1365,25.5589
5_37,"['4_22', '3_2']",11,0.7555713134658696,31.2565,27.4501
5_67,"['4_157', '4_87']",11,0.6233242393929391,32.2589,26.3202
5_170,"['4_74', '4_32']",11,0.5392556141517392,32.0467,26.9193
5_74,"['4_5', '3_178']",11,0.52936694463575,34.7588,25.5706
5_28,"['4_140', '4_145']",11,0.46805370299230287,34.2903,25.9715
5_17,"['4_66', '1_136']",11,0.20508692634551928,34.6762,25.8504
5_94,"['4_32', '4_84']",12,inf,38.3931,25.6023
5_99,"['4_22', '2_74']",12,inf,31.347,27.8553
5_61,"['4_32', '4_22']",12,0.7937999491309015,32.8146,26.6181
5_152,"['2_74', '4_87']",12,0.7574199218458786,32.3639,26.9543
5_86,"['4_178', '4_84']",12,0.7113754384266096,34.6833,25.9075
5_82,"['3_136', '4_145']",12,0.6619678495121268,35.3207,25.8167
5_69,"['2_74', '4_140']",13,inf,38.4595,25.8774
5_157,"['4_38', '4_74']",13,inf,31.7953,28.3428
5_64,"['2_74', '4_113']",13,1.0937465090362828,33.1181,28.0251
5_80,"['4_129', '4_54']",13,1.0529349935893895,34.5317,26.6586
5_134,"['4_120', '3_66']",13,0.7182199772153717,35.0019,26.1261
5_70,"['4_145', '2_108']",13,0.6197080934060958,37.2702,25.901
5_21,"['4_6', '2_74']",14,inf,40.0504,25.8938
5_159,"['4_66', '2_74']",14,inf,34.6387,27.1525
5_15,"['2_74', '4_43']",14,2.0,38.3434,26.2629
5_35,"['4_125', '4_134']",15,inf,35.7015,36.6843
5_81,"['4_178', '4_134']",15,inf,40.6135,26.3198
5_156,"['4_134', '4_178']",15,2.0,35.7837,33.9231
