cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
9_42,"['3_53', '5_9']",1,inf,70.6384,20.2781,0.008290056812950435
77_83,"['73_75', '76_11']",1,inf,53.3067,16.3319,0.02277547421763716
80_69,"['71_12', '79_16']",1,inf,71.4478,19.3861,0.010743029880739299
84_0,"['83_79', '83_79']",1,inf,16.9341,24.5997,0.03663997715247556
84_29,"['82_3', '77_83']",1,inf,43.9126,17.9664,0.06272884240909536
84_38,"['81_83', '82_53']",1,inf,18.7858,60.7605,0.024983475815208305
82_53,"['78_11', '78_40']",1,0.4918646305864268,37.4946,44.6505,0.01351428003439313
84_89,"['83_76', '83_62']",1,0.37162045687916895,49.1705,17.1016,0.049081403087564125
78_40,"['73_43', '77_52']",1,0.31218160505682657,30.3157,35.0647,0.016353308753288196
84_1,"['82_3', '9_42']",1,0.27505415264417354,66.9383,19.222,0.013884715610641803
84_40,"['82_53', '83_67']",1,0.2640266647693098,20.9591,30.7238,0.022252615984646267
84_78,"['77_83', '80_69']",1,0.25919070467914196,57.0996,18.1523,0.016725832630590045
84_26,"['83_59', '83_59']",1,0.2582221171913152,27.1347,33.9318,0.017417180280273763
84_44,"['83_39', '83_66']",1,0.2310334704783254,43.7737,20.1884,0.05378330364522681
84_87,"['81_83', '81_83']",1,0.22786320397400067,19.5816,53.5481,0.03275366616898871
81_83,"['80_33', '78_40']",1,0.22156011472365256,19.5391,53.5497,0.03242647816760279
84_24,"['83_46', '83_89']",1,0.2008300942295414,47.6584,17.4133,0.0597990634391204
84_36,"['78_40', '9_42']",1,0.13583504598720597,40.2091,22.7445,0.01937082861703717
84_52,"['81_72', '83_68']",1,0.12040107095509071,45.8632,19.2956,0.061346727669795244
84_83,"['83_83', '83_25']",1,0.11907820656256632,54.483,22.7315,0.014171003276962772
84_9,"['83_48', '83_79']",1,0.10975363868111514,28.7684,25.3711,0.030324331202826165
84_80,"['81_83', '83_66']",1,0.1038832924082475,34.6577,26.1158,0.018802578524109544
84_86,"['83_48', '83_62']",1,0.09594718541164021,49.1135,18.6108,0.0349970760362038
84_3,"['83_79', '77_83']",1,0.09142782632054983,31.466,24.5884,0.0259781695155647
84_25,"['81_72', '82_53']",1,0.08804618968519236,29.5152,27.6441,0.023527127140362834
84_66,"['81_83', '82_3']",1,0.08783541082265466,31.0144,25.1242,0.029737390425876316
84_22,"['83_66', '83_89']",1,0.08771625863065421,41.7884,21.2211,0.02457103652068158
84_53,"['83_89', '83_66']",1,0.08127313983682494,38.2031,22.3369,0.02658717419493331
84_27,"['81_83', '83_75']",1,0.08018504581952492,20.9479,26.3598,0.02683329122319635
84_75,"['83_48', '77_83']",1,0.07993314752413942,52.6473,17.4093,0.033097740869106086
84_81,"['9_42', '83_89']",1,0.07740450692128067,50.9856,19.261,0.017665616881770596
84_88,"['83_75', '83_67']",1,0.07706958963781227,20.3693,30.0223,0.026644681025585277
83_79,"['81_3', '81_3']",1,0.07595193830966576,17.1262,24.7022,0.03639442304158658
84_37,"['80_69', '83_59']",1,0.06373217061307052,31.0682,28.6141,0.02278176471046217
84_5,"['82_53', '83_46']",1,0.05881349618453237,36.3585,24.1173,0.02348965374782023
84_64,"['83_89', '83_30']",1,0.05782093804120733,34.9928,23.3278,0.03004386890566001
84_34,"['82_3', '83_30']",1,0.05712020960228147,42.8702,21.1175,0.018448965198941642
84_21,"['83_79', '83_83']",1,0.05589442965228553,44.1822,23.0288,0.01815666449527164
84_4,"['9_42', '81_83']",1,0.05242859472535394,48.5538,20.3161,0.016534926064233207
84_50,"['77_83', '77_83']",1,0.04859630693019632,52.7141,16.4155,0.024359894655594783
84_15,"['81_83', '83_14']",1,0.04693297781582063,35.8864,24.4072,0.022974565376210537
84_39,"['83_59', '77_83']",1,0.04090926201991891,37.2148,22.5599,0.02657148399878717
84_58,"['78_40', '80_69']",1,0.036319855254253,31.3718,26.6736,0.02277600330447815
84_73,"['83_83', '81_83']",1,0.029672448778676374,43.145,24.5117,0.018068782783165285
84_51,"['82_3', '83_62']",2,inf,49.6202,17.3351,0.07071499849544864
84_54,"['83_30', '81_83']",2,inf,20.8772,54.0373,0.030138515216515383
84_56,"['83_79', '83_62']",2,inf,38.7967,22.6572,0.1265296487788569
84_65,"['83_14', '9_42']",2,inf,69.9412,19.2081,0.047794138050526604
84_67,"['83_48', '9_42']",2,inf,52.9771,19.8682,0.018379926307589677
84_10,"['83_79', '83_59']",2,0.44294386260491136,24.47,37.3577,0.02269598414969951
84_20,"['83_83', '83_62']",2,0.42733257116844375,54.7427,18.3724,0.05638139385179477
84_30,"['82_53', '83_89']",2,0.3906428918561033,22.1412,46.6058,0.030134949172521602
81_72,"['79_26', '80_79']",2,0.3029158725533802,44.8183,18.4934,0.12198663998229124
84_79,"['81_72', '83_14']",2,0.2963563079154363,43.9996,18.7748,0.08332049999342787
84_19,"['83_30', '83_30']",2,0.28093716582996653,36.1797,32.4168,0.01883089678331807
84_59,"['77_83', '82_53']",2,0.2796828705784588,29.4307,35.7564,0.025129297734105688
84_57,"['83_66', '80_69']",2,0.275826775862691,38.4214,24.8822,0.03179530347631935
82_3,"['81_89', '81_89']",2,0.2688084930831019,44.8995,18.3901,0.09610517230584693
84_63,"['81_83', '83_83']",2,0.2497147640195185,28.8725,27.421,0.03008205740885509
84_33,"['78_40', '78_40']",2,0.21734777296010888,38.2226,51.1564,0.018617011800965734
84_74,"['81_72', '82_3']",2,0.19697050841171881,45.3301,18.0294,0.09439976394105025
84_41,"['81_83', '83_66']",2,0.18205843162984842,22.505,29.9401,0.02791542750047457
84_2,"['83_14', '82_3']",2,0.16278031194465142,47.814,17.662,0.061626575002566006
84_49,"['83_25', '83_44']",2,0.1574645891865519,41.2619,23.6234,0.023009960292834274
84_42,"['81_83', '82_53']",2,0.15680333539926442,22.801,33.3879,0.025452890557533858
84_60,"['83_83', '82_3']",2,0.14019895735241972,51.9499,20.4473,0.05297315404623174
84_43,"['81_72', '83_46']",2,0.12588100307551167,50.8773,17.4389,0.06714107056295181
84_45,"['78_40', '81_83']",2,0.12428981698820972,21.8104,52.753,0.028967054529168763
84_16,"['80_69', '83_76']",2,0.09041964421620108,50.1695,21.6099,0.06073292883195706
84_77,"['82_53', '81_72']",2,0.06880369921027152,44.1019,23.7187,0.02045859267018699
84_72,"['83_83', '83_79']",2,0.06199534812391877,51.7856,21.2083,0.019461099807062184
84_6,"['83_76', '80_69']",2,0.052359669869505715,44.3541,21.8065,0.01974557635091645
