cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
9_42,"['3_53', '5_9']",1,inf,70.6384,20.2781,0.008290056812950435
15_50,"['14_66', '13_4']",1,inf,18.1025,27.4779,0.024833993578875946
17_45,"['11_71', '11_71']",1,inf,55.8248,16.8031,0.018498554293643887
22_46,"['19_88', '19_88']",1,inf,70.8512,20.1594,0.008867393832411504
23_22,"['14_66', '22_42']",1,inf,36.9335,35.1749,0.014688952784594544
23_35,"['21_27', '22_15']",1,inf,38.5959,19.9501,0.03358327948113861
23_68,"['21_5', '22_28']",1,0.4612577789426735,52.5294,18.8361,0.03244832087396992
24_63,"['23_66', '23_68']",1,0.40866655800927526,27.9158,22.8309,0.026394806238486425
20_55,"['19_43', '19_63']",1,0.27349890673717603,61.3178,21.0607,0.011810249617318205
24_76,"['23_22', '22_71']",1,0.26366792845256065,43.0575,32.2524,0.013436333803433996
22_71,"['14_66', '21_65']",1,0.22363884910855475,33.4145,31.478,0.01669194184979424
23_43,"['22_46', '22_79']",1,0.21529277317472273,66.8022,20.3553,0.011258844734771825
24_73,"['23_22', '20_55']",1,0.21207275194023373,39.4256,29.9054,0.014196931707517776
24_32,"['23_89', '21_16']",1,0.1935482086875095,23.0629,28.6877,0.021685832770721714
24_4,"['23_68', '14_66']",1,0.17415454060503263,30.6538,23.3247,0.020533264879354262
24_79,"['23_72', '23_43']",1,0.17324070645192158,70.2042,20.4518,0.010796858916553183
24_12,"['23_79', '23_52']",1,0.13797533170624515,25.6033,25.3741,0.02355041810216293
24_3,"['23_23', '14_66']",1,0.13219320466256979,54.9559,21.1614,0.012866002657827603
24_55,"['23_66', '15_50']",1,0.13126755917908828,22.1368,26.2889,0.022265645365463143
24_40,"['23_25', '23_45']",1,0.12853680668412523,25.3763,28.1352,0.020249087585129142
24_36,"['23_75', '23_45']",1,0.12765610625971394,46.1907,24.5828,0.015066516314367775
24_44,"['14_66', '20_55']",1,0.11947764937870123,49.0882,22.3995,0.012558951062453208
24_78,"['14_66', '23_89']",1,0.11882631830250769,40.6273,26.905,0.01613347008073223
24_62,"['9_42', '23_45']",1,0.11845691248956908,41.693,23.6811,0.01933611662746423
24_84,"['22_71', '21_16']",1,0.11663034135465827,21.8036,27.375,0.02371157823708665
24_56,"['23_68', '22_71']",1,0.10972855735487733,32.8422,20.6397,0.022560054357006865
24_61,"['23_35', '20_55']",1,0.10661068432919843,47.5744,19.4663,0.018725571414140003
24_59,"['23_22', '21_16']",1,0.10551810729759897,26.6986,27.3037,0.019629478203176873
24_7,"['23_45', '21_16']",1,0.09955525084731834,23.6508,23.1039,0.024370463859977726
24_5,"['17_45', '23_89']",1,0.09592273975875092,35.648,24.8986,0.017538268144116433
24_70,"['15_50', '15_50']",1,0.0940919797354547,18.1428,27.4597,0.024731712197068954
24_66,"['23_25', '23_89']",1,0.0890042297626991,52.6592,19.1893,0.015026718750994863
24_88,"['23_35', '23_35']",1,0.08693517958851887,38.7806,19.8836,0.03339277741753084
24_27,"['23_79', '23_75']",1,0.08568075329787181,44.4384,22.0448,0.01757107207820899
24_48,"['23_89', '23_79']",1,0.07577892215649722,42.2299,21.9243,0.018653055034999564
24_35,"['22_71', '23_23']",1,0.0717611323024606,42.0701,23.5656,0.015760664630644405
24_47,"['23_62', '23_30']",1,0.07163266229203083,48.3963,22.4427,0.014501052888472978
24_8,"['22_71', '23_79']",1,0.06203135373559804,55.4491,20.7698,0.012373672147688659
24_19,"['14_66', '22_71']",1,0.06195201168222653,44.971,25.051,0.013683597635422682
24_83,"['17_45', '23_22']",1,0.05690778530084224,45.449,20.1705,0.01747684255853682
24_81,"['23_75', '20_55']",1,0.048870431171871766,55.3229,18.9505,0.013864072229703183
24_9,"['23_25', '23_52']",1,0.04636853921483281,45.867,20.5119,0.016281819908086335
24_87,"['23_43', '23_62']",1,0.043071296737524564,43.8185,20.4023,0.022294518920444262
24_28,"['17_45', '14_66']",1,0.03694460097728821,33.0822,23.0424,0.020278774268672913
24_6,"['9_42', '22_46']",2,inf,70.6827,20.3433,0.00833115786488243
