cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
9_42,"['3_53', '5_9']",1,inf,70.6384,20.2781,0.008290056812950435
15_50,"['14_66', '13_4']",1,inf,18.1025,27.4779,0.024833993578875946
17_45,"['11_71', '11_71']",1,inf,55.8248,16.8031,0.018498554293643887
25_1,"['23_43', '24_63']",1,inf,41.9339,19.6973,0.07236407788489134
26_25,"['9_42', '25_20']",1,inf,71.1311,20.0572,0.008894698709632309
26_29,"['24_76', '23_22']",1,inf,42.138,38.4227,0.013775198832217398
25_30,"['17_45', '22_46']",1,0.7733466399844253,47.2515,19.1597,0.03649836701578217
26_51,"['25_1', '25_1']",1,0.5884695235468883,42.1375,19.6127,0.07235249042602775
20_55,"['19_43', '19_63']",1,0.30932958340281047,61.3178,21.0607,0.011810249617318205
26_39,"['25_20', '25_20']",1,0.22316562884967073,69.8338,20.3683,0.011066970142868148
26_15,"['25_67', '24_76']",1,0.2205657393231417,27.4213,31.8665,0.01732515573517441
26_28,"['25_36', '25_36']",1,0.2010259350216359,29.5175,33.667,0.0169951572542489
25_67,"['24_73', '24_3']",1,0.18998497807625508,31.9207,37.45,0.016015815730757436
26_32,"['17_45', '17_45']",1,0.17146627522516042,49.916,17.7266,0.01858910670248679
23_22,"['14_66', '22_42']",1,0.16663968806187732,36.9335,35.1749,0.014688952784594544
26_69,"['25_78', '25_40']",1,0.15128314391164172,27.9862,23.2152,0.02871507835084766
26_57,"['17_45', '25_20']",1,0.14316321138178745,41.1475,19.7314,0.033443127571937424
26_41,"['17_45', '17_45']",1,0.13951172811090706,55.4086,16.8839,0.01859730741569876
26_70,"['20_55', '25_8']",1,0.13791147806822274,23.0567,30.1236,0.020559638196328334
26_83,"['25_89', '25_72']",1,0.12779486632008694,56.1809,22.9456,0.011392870258263925
26_34,"['25_72', '25_30']",1,0.12708777230654322,50.6803,20.6104,0.01603689377060627
26_44,"['25_8', '25_19']",1,0.12688641299477962,20.8887,28.4266,0.022950251110641907
26_9,"['24_76', '25_31']",1,0.11641843092061824,24.6333,26.97,0.0209912505903058
26_49,"['15_50', '25_40']",1,0.11619184220330134,19.7985,24.8511,0.02343882415686912
26_74,"['25_2', '25_89']",1,0.1088958882194672,38.1065,21.8233,0.027343930611931248
26_31,"['25_30', '25_31']",1,0.10852519060835157,30.7898,25.3516,0.022967876831729715
26_58,"['25_31', '25_34']",1,0.10670300363470585,38.9331,26.1162,0.016350329733897304
26_86,"['23_22', '24_76']",1,0.09205172431325775,35.0091,34.9047,0.01571533495955568
26_19,"['25_72', '25_8']",1,0.08911851642770062,26.2254,27.8829,0.019840217579506655
26_71,"['25_21', '23_22']",1,0.08611139712795046,25.8693,29.1596,0.018904647575608374
26_16,"['23_68', '25_19']",1,0.08330449921972223,32.6321,23.4418,0.023544109703446506
26_64,"['25_67', '25_31']",1,0.0828530739848495,44.028,22.4143,0.015454666651726737
26_4,"['25_33', '25_8']",1,0.07692160882757074,36.9506,24.062,0.02022113269112888
26_11,"['25_7', '23_68']",1,0.0756337786669754,44.9558,19.9117,0.025045898754430643
25_21,"['24_84', '24_32']",1,0.07318038445050755,25.0481,29.7148,0.020493968015810188
26_73,"['25_8', '25_67']",1,0.07107733469186776,23.0093,27.5726,0.02202998956706853
26_5,"['17_45', '25_21']",1,0.06556883646939186,43.1004,20.7637,0.02358762430416771
26_36,"['15_50', '25_78']",1,0.06084385473063498,39.9187,22.7508,0.022311507220028892
26_7,"['23_68', '25_67']",1,0.05925480580674472,40.9367,21.0812,0.0215771718765367
26_87,"['24_76', '25_1']",1,0.05784080387944677,38.8533,23.0234,0.026756189322155902
26_18,"['25_30', '25_19']",1,0.057227438699267004,34.8205,23.8869,0.023507099810309223
26_3,"['25_1', '25_31']",1,0.055130274162876844,35.747,23.0837,0.022501093885207157
26_84,"['23_22', '25_31']",1,0.0516215058647581,45.7347,21.4903,0.016836497655088958
26_8,"['9_42', '25_20']",1,0.04992374710318142,70.9097,20.0351,0.009333584955548214
26_2,"['25_7', '25_30']",1,0.04469238406924593,45.703,21.4967,0.018917220117930518
