cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
9_42,"['3_53', '5_9']",1,inf,70.6384,20.2781,0.008290056812950435
71_12,"['49_0', '49_0']",1,inf,71.1331,20.0397,0.008881831659401524
72_20,"['67_3', '67_3']",1,inf,17.4492,24.6035,0.02841433740041543
73_75,"['71_38', '72_10']",1,inf,52.4827,16.3396,0.021794361351485148
74_48,"['72_20', '73_43']",1,inf,22.5765,49.7192,0.023348580389098452
74_72,"['72_79', '73_84']",1,inf,47.5795,16.701,0.11944288754847925
74_79,"['73_40', '71_86']",1,0.3515508027880766,27.5124,33.198,0.017944572114919195
73_43,"['72_74', '72_74']",1,0.33488217029673034,35.8814,40.4248,0.01472621261898446
72_79,"['71_65', '71_38']",1,0.28044558098217265,48.075,16.6565,0.11050770711161183
73_34,"['72_88', '69_66']",1,0.2717123752318513,43.0609,19.0775,0.08896457070156945
74_57,"['73_40', '72_20']",1,0.21357786348737207,24.1919,29.4043,0.019725608339569163
74_5,"['73_37', '72_20']",1,0.20462551325533404,38.9904,38.5954,0.01451068752589088
74_36,"['71_12', '73_75']",1,0.19628708101036285,58.3743,21.085,0.01523298391029202
73_4,"['72_22', '69_66']",1,0.17699356605559483,45.6449,18.3045,0.05115597832458009
74_31,"['72_20', '73_8']",1,0.16725708457096355,30.5997,24.3446,0.029975929760394177
74_37,"['72_20', '73_13']",1,0.16662873084481164,35.618,23.5898,0.03632019170162718
74_60,"['73_8', '73_84']",1,0.16006400865176806,45.7547,18.2484,0.06585418882524947
74_69,"['73_75', '9_42']",1,0.15066942311841167,65.1959,22.437,0.012412780774834733
72_72,"['71_8', '71_39']",1,0.150567563207658,49.4372,17.0358,0.07787233373938643
74_25,"['73_43', '73_43']",1,0.1427038049010607,34.4707,39.1948,0.015098968910661604
74_88,"['73_34', '9_42']",1,0.11466272738376931,55.6297,21.555,0.01747439052822464
74_3,"['73_58', '73_84']",1,0.10874874307282753,46.1409,17.4246,0.06097763889293079
74_66,"['73_37', '73_40']",1,0.10209109241130403,22.9994,28.3027,0.021312904015701635
73_84,"['72_79', '69_66']",1,0.09818901412123712,47.8157,16.7759,0.11792326078059903
74_55,"['9_42', '72_72']",1,0.09685083722467337,65.8446,19.725,0.012029194365152419
74_53,"['71_12', '73_36']",1,0.0926273494140307,69.0827,18.7375,0.012807105574938079
74_26,"['73_40', '73_7']",1,0.09062841254120702,28.0851,28.4688,0.01828794156824986
74_82,"['73_40', '73_7']",1,0.09049414473557009,41.5873,26.2975,0.014816603603318672
74_38,"['72_79', '73_75']",1,0.09023914461753181,49.3176,17.0114,0.08084501333891378
74_10,"['73_4', '73_84']",1,0.08795744212342234,48.9463,16.4662,0.08616477092432888
74_65,"['73_75', '72_72']",1,0.08770193677138043,50.0791,17.0221,0.03208075227012574
74_54,"['73_6', '72_79']",1,0.08602790781557933,43.9458,20.7636,0.05896553793646824
74_74,"['73_58', '73_84']",1,0.08536720760892452,45.809,18.1372,0.05559417826941648
74_27,"['73_36', '73_34']",1,0.08043226435247791,41.1958,21.1465,0.05301958399512713
74_41,"['73_8', '73_8']",1,0.06938884691179925,37.6414,21.5766,0.0346799945980383
74_6,"['71_12', '73_7']",1,0.0631853898893957,35.1173,26.0157,0.019201006338961508
74_78,"['71_86', '72_79']",1,0.06224210910291671,36.5218,22.7441,0.02449231190368195
74_22,"['73_34', '73_44']",1,0.06145097365154859,53.0452,20.271,0.017610179388098987
74_34,"['73_56', '73_15']",1,0.05911456847903043,22.651,25.0962,0.02261400814324534
74_14,"['73_75', '73_13']",1,0.0587939292094362,51.8342,18.6246,0.022786922383299595
74_63,"['73_58', '73_15']",1,0.05635934408423468,42.1957,23.1027,0.019078149263043576
74_16,"['73_43', '73_6']",1,0.054286118829084185,39.6815,21.5871,0.01984318449314837
74_21,"['73_43', '73_84']",1,0.05414837570402906,44.0069,20.2662,0.02522096225895609
74_39,"['73_36', '9_42']",1,0.053571888600409,69.9989,20.9448,0.008997785211554194
74_0,"['73_36', '71_12']",1,0.05323859489671871,71.091,19.6728,0.010563506367777836
74_11,"['73_75', '73_15']",1,0.052513182246551854,38.1477,22.2961,0.021607539312881056
74_68,"['73_7', '72_72']",1,0.048718487500444,44.9234,21.252,0.020280370904187217
74_83,"['72_72', '73_4']",1,0.048171495265461134,46.608,18.8255,0.02975999028351794
74_56,"['73_37', '73_15']",1,0.047752411967688466,47.6185,29.0678,0.013438080725495257
74_49,"['73_43', '73_6']",1,0.04072844948201819,38.8611,23.6879,0.017749331630499323
74_52,"['73_49', '73_7']",1,0.03678750558710468,39.5795,23.5488,0.016979931525192265
74_40,"['9_42', '73_58']",1,0.03407661316642942,65.3666,20.198,0.016438306706700465
74_2,"['73_57', '72_72']",1,0.02664495927983488,52.3004,18.982,0.020680616430078274
74_47,"['73_58', '72_72']",1,0.024880218605076533,48.7031,17.0727,0.023108031138343886
74_30,"['73_4', '73_57']",1,0.019416005982033947,48.9938,22.858,0.01787899051025224
74_42,"['73_44', '73_4']",1,0.018494199403357774,48.5072,19.0016,0.020017197128820458
74_29,"['9_42', '71_12']",1,0.011517187444369841,70.7805,20.2492,0.008900175389940508
74_13,"['71_12', '73_36']",2,inf,67.8675,20.3621,0.012345469490938784
74_17,"['71_86', '73_15']",2,inf,23.3826,28.4844,0.02153040958356862
74_58,"['73_40', '71_86']",2,inf,38.8455,38.5607,0.01960683572207991
74_76,"['72_79', '73_84']",2,inf,48.1879,16.8659,0.11792812159879788
74_80,"['72_20', '72_79']",2,0.5389936651172076,34.3642,26.3366,0.03838624303970001
74_8,"['73_36', '73_84']",2,0.5347442325025702,46.011,19.6936,0.07359281133892644
74_45,"['73_75', '73_40']",2,0.516131689399142,51.2151,32.8149,0.019887944014212643
74_9,"['73_44', '72_79']",2,0.5005270399794344,58.0509,17.1154,0.06363313263376974
74_89,"['72_72', '73_84']",2,0.47288217826426815,50.3999,17.1545,0.11379145791866228
74_70,"['73_75', '71_12']",2,0.37194331288922594,66.6458,23.0296,0.014674369561518002
74_18,"['73_15', '71_12']",2,0.33355034415590307,29.2046,28.2751,0.025307576557719865
74_19,"['71_86', '73_58']",2,0.32287468697091976,44.4223,35.9464,0.01997788758456647
74_1,"['73_58', '9_42']",2,0.2769061401222955,57.9029,18.9447,0.022525311773432404
74_86,"['73_6', '73_58']",2,0.21900762024521117,38.8112,22.1122,0.0382204225465293
74_73,"['71_12', '72_20']",2,0.21484155340996616,39.9676,25.1971,0.023824109293504207
74_23,"['73_8', '72_72']",2,0.2103403691135217,47.2879,17.4347,0.06907784882123394
74_15,"['73_52', '73_13']",2,0.1651624506892709,44.6554,21.0576,0.028119662919242335
74_61,"['73_43', '72_79']",2,0.12743000548736522,42.3055,22.0808,0.02073971490961798
74_7,"['72_20', '73_57']",2,0.11703824460009567,49.5134,26.9837,0.020437305849356935
74_32,"['71_12', '73_49']",2,0.10098038386424703,49.427,21.2257,0.025673473018202445
74_12,"['9_42', '72_79']",2,0.08281790064365696,67.1106,20.4354,0.018092679041673384
74_44,"['73_49', '73_57']",2,0.08055228887865892,46.698,20.5495,0.027843712055516008
74_85,"['73_75', '73_77']",2,0.07948819022851111,40.9668,22.5371,0.021805496820815524
74_24,"['72_79', '73_40']",2,0.04802703953483126,40.4495,22.7271,0.020591818294330943
74_4,"['71_12', '73_43']",3,inf,41.8299,22.9905,0.02088859261921112
74_35,"['73_84', '9_42']",3,inf,58.1076,19.1516,0.022984437182214157
74_67,"['72_20', '73_37']",3,inf,23.5713,30.1096,0.024596181981355165
74_84,"['72_72', '72_79']",3,inf,48.699,17.4548,0.07223326101395207
74_43,"['73_18', '72_72']",3,1.1176499204158106,46.9074,21.8979,0.03769944149177535
74_62,"['73_8', '71_86']",3,0.8355376982107245,35.2297,28.9874,0.029870465688227845
74_33,"['72_20', '71_12']",3,0.7168428748915883,40.829,24.6051,0.027320873980111154
74_51,"['73_34', '71_12']",3,0.5390992777458563,51.3154,21.8049,0.029730265923928686
74_46,"['71_12', '73_37']",3,0.44903734576938314,32.0838,30.0101,0.026669582834589558
74_81,"['73_34', '73_43']",3,0.19695106070599044,41.6263,23.0141,0.02615072508974165
74_20,"['73_43', '73_36']",4,inf,31.721,42.1126,0.02825747928896128
74_50,"['73_34', '71_12']",4,inf,55.4471,22.6722,0.03760101584107001
74_87,"['71_12', '73_7']",4,inf,43.6859,23.462,0.022844330835871986
74_59,"['73_40', '73_4']",4,1.6241391324026313,42.5602,23.601,0.024981950000332903
74_77,"['73_36', '73_43']",4,0.758303176423899,47.001,23.0084,0.02521238223125738
74_28,"['73_44', '73_37']",5,inf,48.3968,24.0406,0.022948494309764977
74_64,"['71_86', '73_75']",5,inf,46.8565,23.8985,0.02370387544265814
74_71,"['73_34', '72_20']",6,inf,48.6768,31.013,0.03398241264518302
74_75,"['73_44', '73_8']",6,inf,49.3728,25.3076,0.06988811411449922
