cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
9_42,"['3_53', '5_9']",1,inf,70.6384,20.2781,0.008290056812950435
71_12,"['49_0', '49_0']",1,inf,71.1331,20.0397,0.008881831659401524
72_20,"['67_3', '67_3']",1,inf,17.4492,24.6035,0.02841433740041543
73_75,"['71_38', '72_10']",1,inf,52.4827,16.3396,0.021794361351485148
74_48,"['72_20', '73_43']",1,inf,22.5765,49.7192,0.023348580389098452
74_72,"['72_79', '73_84']",1,inf,47.5795,16.701,0.11944288754847925
75_1,"['73_34', '73_4']",1,0.4907601787748383,45.5021,17.8983,0.10425932951767612
76_7,"['75_1', '75_13']",1,0.44012383933463894,49.2424,16.9893,0.06790929173145897
73_43,"['72_74', '72_74']",1,0.3549007373532965,35.8814,40.4248,0.01472621261898446
76_85,"['74_48', '74_48']",1,0.3454731612687873,22.4067,48.7293,0.0233673702851754
76_74,"['75_13', '73_75']",1,0.30406203251055897,52.2349,16.6928,0.05561144783879952
76_11,"['75_38', '75_38']",1,0.26347709860433377,47.0124,18.6605,0.035000605755484825
76_55,"['73_43', '73_43']",1,0.2164354727730262,37.3384,39.5817,0.01437879211144719
76_67,"['75_69', '9_42']",1,0.17748006970075075,58.1695,19.6979,0.012832841187714484
76_41,"['74_48', '73_43']",1,0.16450034702518873,46.3931,35.9671,0.012263709484860977
76_63,"['73_34', '75_27']",1,0.16149473747876028,25.1824,23.6983,0.02291985857604973
76_9,"['75_69', '74_48']",1,0.1585554474221929,40.2373,26.0673,0.020501152629263962
76_81,"['75_15', '75_6']",1,0.1494089884111787,23.7962,28.7356,0.018846960672574124
76_77,"['74_72', '75_29']",1,0.1460800522266061,45.9378,18.6133,0.06318495640649681
76_32,"['73_43', '75_27']",1,0.14124913955571422,28.9949,34.3135,0.016965813305272682
76_48,"['74_48', '75_15']",1,0.1408493490935666,23.648,29.9898,0.019017318406114037
76_26,"['71_12', '75_1']",1,0.1385774307463699,61.3911,18.0315,0.018389676882280586
76_43,"['75_15', '75_15']",1,0.13620464608748836,31.1843,32.4266,0.01532741956974873
76_64,"['71_12', '75_69']",1,0.12622084995153812,69.0989,19.4241,0.009996746073016632
76_52,"['75_4', '75_76']",1,0.12270274013917257,65.5572,19.457,0.010573170219954754
76_37,"['72_20', '75_15']",1,0.12081866274464603,19.4837,25.564,0.02616617712983074
76_44,"['75_4', '74_72']",1,0.12074635718112331,53.1082,17.7628,0.018628067938399998
76_47,"['74_79', '75_27']",1,0.10030628155050016,30.7526,33.5185,0.015947547759847715
76_65,"['75_87', '71_12']",1,0.09819394694536412,63.8479,20.4404,0.011851532739267383
76_39,"['73_43', '73_43']",1,0.09535099542761628,43.0236,35.0536,0.01290095905726533
76_22,"['75_38', '75_38']",1,0.08912188992647577,50.0181,17.5411,0.03148160462021377
76_34,"['73_43', '75_13']",1,0.08505856095672329,32.5534,24.2454,0.021988094292340967
76_14,"['75_15', '75_41']",1,0.07027436821781902,43.5794,22.0857,0.017362878334475782
76_27,"['72_20', '74_79']",1,0.06979714701838478,18.5677,24.2203,0.02760379868596171
76_57,"['72_20', '75_9']",1,0.06621216495959988,36.669,22.3975,0.02310489614640357
76_46,"['75_29', '73_43']",1,0.059684197616972044,50.353,20.8139,0.0152142938866274
75_15,"['74_25', '74_57']",1,0.05371101539885279,32.0353,34.2208,0.015127715963229609
76_28,"['75_4', '75_39']",1,0.05259940275626511,44.7237,20.4075,0.024426866773071366
76_54,"['75_1', '74_79']",1,0.05183274333013508,40.7065,21.4568,0.020924596499193905
76_59,"['74_48', '74_48']",1,0.0518076018880801,22.6531,49.7097,0.023240388071531008
76_58,"['73_43', '73_34']",1,0.05030565861691505,44.9134,25.1012,0.01596896163059356
76_35,"['75_39', '75_9']",1,0.04583869120710801,41.319,21.1698,0.026690453870550458
76_13,"['73_43', '74_72']",1,0.04447464975463623,41.439,20.6159,0.018996536105103278
76_86,"['9_42', '75_87']",1,0.04077631705938198,70.5031,20.3245,0.009436195969875159
76_24,"['75_38', '74_79']",1,0.038933872768365914,43.1517,20.4363,0.029969685571627373
76_76,"['75_78', '75_83']",1,0.03740631533806112,36.5322,24.6746,0.021103371382078216
76_73,"['75_36', '75_6']",1,0.032817655524240805,40.3003,24.3301,0.01999465150243664
76_0,"['9_42', '9_42']",1,0.010315436434498705,70.6335,20.3505,0.008569778673210444
76_78,"['9_42', '9_42']",1,0.009235710838255385,70.6384,20.2781,0.008290056812950435
76_62,"['9_42', '9_42']",1,0.003997897455762959,70.6382,20.2784,0.008291353967616792
75_38,"['72_72', '73_75']",2,inf,47.0765,18.8764,0.05815880052633661
76_18,"['73_34', '73_75']",2,inf,47.4601,18.7505,0.05160065267305668
76_38,"['74_48', '75_27']",2,inf,23.7473,30.3516,0.01932229434933488
76_60,"['75_9', '71_12']",2,inf,71.3419,20.0999,0.009569777808559842
76_87,"['74_79', '75_41']",2,inf,21.056,26.688,0.02634717448633673
76_30,"['75_41', '75_11']",2,0.5846379445603441,35.1823,23.7322,0.028955365727937693
76_5,"['74_72', '72_20']",2,0.520391414962852,46.2973,21.329,0.04538553956885739
76_16,"['74_79', '75_76']",2,0.3719991505820179,30.2296,27.6888,0.02545467334200881
76_23,"['75_29', '71_12']",2,0.34579397612980134,53.5254,20.7779,0.04937905038232623
76_31,"['75_76', '75_69']",2,0.33279287495420995,62.1487,19.8955,0.015068636440537774
76_50,"['73_43', '74_72']",2,0.311734726459151,36.296,24.6901,0.023377714192441494
76_40,"['74_79', '75_76']",2,0.2628980859444769,39.4838,26.2384,0.023057305610630605
76_10,"['75_78', '75_69']",2,0.2559530593021075,42.8402,29.6459,0.020991974067815777
76_12,"['75_1', '75_2']",2,0.21694278213466403,44.9883,22.188,0.023637847220622715
76_36,"['75_87', '71_12']",2,0.2101002277930371,67.3517,20.3506,0.012040090535833298
76_72,"['75_6', '75_38']",2,0.2081077073494089,27.0285,29.7484,0.026271968176509453
76_53,"['75_13', '75_78']",2,0.20293478928058872,49.1542,21.1091,0.024451884880108625
76_25,"['73_43', '75_41']",2,0.20216554615157553,43.1634,22.9998,0.020387729323314847
76_71,"['75_76', '71_12']",2,0.19597836399270624,69.8711,19.5802,0.010033171125168204
76_61,"['74_79', '75_1']",2,0.18877803773863525,32.4989,26.4709,0.02772702484622146
76_1,"['75_38', '9_42']",2,0.18160504941851785,65.8473,20.63,0.01096831422727078
76_51,"['75_76', '73_75']",2,0.14885389343470054,58.0339,21.2991,0.02194964069876777
76_17,"['74_48', '75_38']",2,0.13422631846468794,45.8981,27.0269,0.019712151898441093
76_2,"['74_48', '73_75']",2,0.10516961356682678,40.3191,26.6631,0.02144967133374102
76_15,"['9_42', '73_34']",2,0.10480086646446589,58.3937,19.9827,0.023551096936609287
76_19,"['9_42', '73_75']",3,inf,64.8974,23.0544,0.017744411757031845
76_66,"['74_48', '74_79']",3,inf,25.3832,32.4341,0.0195240821515538
76_69,"['75_76', '75_1']",3,inf,49.5232,19.5766,0.054575263522372526
76_89,"['75_2', '74_79']",3,inf,21.1002,31.3784,0.02662590809116789
76_20,"['75_83', '75_4']",3,0.8984868137313785,35.9604,28.0946,0.039958414150687134
76_33,"['75_11', '71_12']",3,0.7639561589724939,54.5861,20.1845,0.05174821826285083
76_70,"['74_48', '73_34']",3,0.46363346639268654,43.1678,24.0886,0.021388491365011426
76_56,"['75_11', '75_27']",3,0.4538129765593778,27.0258,30.7189,0.02447584115467366
76_80,"['75_83', '75_38']",3,0.3903857884358363,40.0154,28.2744,0.025446570302717027
76_83,"['71_12', '75_15']",3,0.38500609154418286,43.0989,26.8371,0.02444523099296046
76_29,"['9_42', '75_78']",3,0.32198424840268947,53.6571,21.8207,0.025745966273583776
76_4,"['75_39', '75_27']",3,0.30591321724445636,35.4342,31.004,0.020675153577464144
76_42,"['75_9', '75_83']",3,0.2967065597009147,49.2703,23.9957,0.05221482426127379
76_68,"['74_79', '75_6']",3,0.26289335661208396,24.6261,32.4114,0.0244220767868946
76_45,"['73_34', '75_15']",3,0.1280825340670686,49.2781,22.4264,0.024888199147815173
76_21,"['75_38', '75_1']",4,inf,51.5407,20.6262,0.05553188029198567
76_82,"['9_42', '75_13']",4,inf,62.4368,21.0119,0.053947919776389505
76_84,"['74_48', '74_79']",4,inf,28.0978,42.7721,0.020073862495644072
76_6,"['75_2', '75_41']",4,1.1892748820326897,32.572,39.613,0.026396984834579362
76_75,"['74_79', '9_42']",4,1.0946660898542027,44.8332,30.2063,0.02491096255651731
76_88,"['75_29', '71_12']",4,0.9325570241582763,51.7161,25.8224,0.04380088956708123
76_49,"['74_79', '75_76']",4,0.76239080295917,45.8416,27.4459,0.029680304087017377
76_79,"['75_87', '75_39']",4,0.5009092293154431,45.1721,26.0419,0.04018605384781365
76_3,"['75_1', '71_12']",5,inf,56.2477,21.9783,0.05748164836138163
76_8,"['74_48', '75_1']",5,inf,36.5254,41.5379,0.03312248913875707
