cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Cost of energy next 10 years,Average Energy Change
51_66,"['45_76', '50_5']",1,inf,62.5403,23.0771,10.258027333333333,6.880896966966965
56_12,"['49_68', '49_68']",1,inf,21.319933333333335,16.211766666666666,10.020879999999998,14.15714954954955
61_36,"['59_29', '60_13']",1,inf,35.528533333333336,13.793473333333333,9.931268000000001,15.76997087087087
61_49,"['57_52', '57_52']",1,inf,29.605333333333334,16.816233333333333,9.585001,12.892681351351351
62_61,"['51_66', '61_27']",1,inf,65.3329,17.741,10.058249,6.933317297297296
64_24,"['63_59', '63_59']",1,inf,28.453000000000003,45.519800000000004,10.160625666666666,11.549771021021021
65_1,"['63_17', '63_17']",1,inf,38.77223333333334,17.381733333333333,11.385867,9.98473813813814
65_40,"['61_36', '64_82']",1,inf,35.15436666666667,14.244826666666667,9.927121999999999,15.998353453453456
66_49,"['61_36', '56_12']",1,0.2906381384327026,24.645633333333336,15.826653333333335,9.940704666666667,14.76748798798799
66_42,"['65_78', '65_15']",1,0.29053565941124143,35.765766666666664,33.5952,10.896711666666667,9.475195045045046
66_54,"['65_48', '65_57']",1,0.2811205187773554,47.81646666666666,23.31146666666667,10.681813333333332,8.615564144144145
66_51,"['65_59', '65_46']",1,0.2259403828045494,33.6845,29.4649,9.893864,11.560839939939939
66_10,"['65_1', '64_24']",1,0.18959069461596356,34.979733333333336,37.16856666666667,10.902859666666666,10.147031651651652
66_14,"['65_32', '51_66']",1,0.18209474250187893,56.04323333333334,26.0981,10.537681000000001,7.626531441441441
66_34,"['65_77', '65_1']",1,0.17344049428929234,44.9717,17.637400000000003,11.180040666666665,9.111255495495493
66_48,"['65_48', '64_24']",1,0.1573235625920557,37.31796666666666,32.10993333333334,10.983903333333336,9.329692582582581
66_66,"['61_49', '64_24']",1,0.15574463678385683,29.938266666666664,41.699533333333335,9.992131333333333,11.920825945945944
66_63,"['65_74', '65_78']",1,0.15157646238273917,30.6447,38.9698,9.976776,11.106623237237235
66_36,"['65_32', '65_39']",1,0.14540580457015442,52.065400000000004,20.3427,10.414222666666666,8.134254834834834
66_82,"['65_68', '61_36']",1,0.1417543037975394,26.245899999999995,16.2823,9.951976333333333,13.238609729729731
65_57,"['62_61', '64_60']",1,0.1352004280964464,58.6453,19.985133333333334,10.370343333333333,7.319321921921921
66_38,"['65_16', '65_32']",1,0.13501157305097927,52.42106666666666,22.5895,10.399892,8.333413513513515
