cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Cost of energy next 10 years,Average Energy Change
71_89,"['65_40', '65_40']",1,inf,35.10543333333333,14.203006666666667,9.927121999999999,15.938512012012012
74_82,"['71_52', '71_52']",1,inf,27.8216,30.2569,9.507112333333334,11.546834954954955
75_66,"['69_73', '74_23']",1,inf,21.011233333333333,19.990166666666667,9.988385333333333,14.243107687687688
76_61,"['51_66', '51_66']",1,inf,62.50643333333333,23.00843333333333,10.251331666666667,6.871858708708708
78_61,"['76_25', '76_25']",1,inf,36.618966666666665,13.518553333333331,9.927121999999999,15.785802762762762
78_65,"['62_61', '62_61']",1,inf,65.41926666666667,17.737933333333334,10.059852333333334,6.932374804804804
79_10,"['78_24', '74_82']",1,inf,26.30616666666667,36.488400000000006,9.651610666666667,11.192160120120121
80_32,"['78_31', '78_31']",1,inf,53.08943333333334,23.54296666666667,11.063635,7.917658618618618
80_12,"['79_42', '76_61']",1,0.25035927106421146,55.49636666666667,21.575633333333332,10.354049666666667,7.608905855855856
80_16,"['79_10', '78_61']",1,0.232808368649489,28.490266666666667,15.363123333333334,9.948023999999998,14.654583003003003
80_36,"['78_65', '78_31']",1,0.20841771444941015,59.699333333333335,23.610966666666666,10.682013666666665,7.366853993993992
80_6,"['76_61', '79_86']",1,0.19821026268003034,56.39573333333333,20.612333333333336,10.444934333333334,7.563071561561562
80_68,"['74_82', '79_10']",1,0.19552434256510515,27.409499999999998,35.32876666666667,9.589402666666667,11.30957765765766
80_27,"['77_72', '79_6']",1,0.19111331765280293,31.962266666666665,25.580666666666662,10.866774333333334,10.328626306306306
80_33,"['74_82', '78_65']",1,0.18582891606509233,39.2751,33.820233333333334,10.154636666666667,8.994726456456457
80_77,"['79_6', '74_82']",1,0.1789743064020612,28.36576666666667,31.764833333333332,9.804892666666667,11.139326126126127
80_25,"['79_10', '77_72']",1,0.17879367556084255,35.67826666666667,33.4189,10.949709666666669,8.937943393393395
80_81,"['78_61', '78_61']",1,0.17103633004529528,36.6287,13.585113333333332,9.922705333333333,15.688635015015015
80_10,"['79_86', '75_66']",1,0.1679712703161326,24.9982,17.18586666666667,10.071647666666665,12.573738738738738
80_19,"['79_10', '74_82']",1,0.1583266566374002,26.8032,33.11653333333333,9.529405333333333,11.49426948948949
80_72,"['76_61', '76_61']",1,0.15231954781507187,61.199666666666666,23.023233333333337,10.275299,6.970335225225226
80_66,"['79_42', '76_61']",1,0.15157231366558507,52.7122,24.60983333333333,10.471081,7.466143093093092
80_61,"['79_83', '79_78']",1,0.13893246684274455,29.677333333333337,26.18926666666667,9.802907333333334,11.18752168168168
80_88,"['79_6', '79_76']",1,0.13374350110058056,40.3347,26.494466666666664,10.724231333333334,9.001617537537536
80_9,"['78_65', '76_61']",1,0.1325882120340201,62.97436666666667,22.33513333333333,10.294881666666667,6.936544234234233
80_23,"['79_76', '79_54']",1,0.13178717154019087,53.297733333333326,24.122466666666668,10.550561333333333,8.067038138138138
80_82,"['79_76', '79_83']",1,0.1282005703588083,36.247733333333336,33.2335,10.775506333333334,9.525116486486487
80_17,"['79_78', '79_42']",1,0.12577079477744868,41.03346666666667,30.0521,10.570849,9.314263363363365
80_40,"['79_86', '79_22']",1,0.12441307577016131,46.9381,18.1507,10.656995333333333,8.925657657657657
80_18,"['79_18', '79_42']",1,0.12429080876719464,48.1909,25.113699999999998,10.332647999999999,8.405974984984987
80_41,"['74_82', '79_52']",1,0.12131297538815275,45.23233333333334,25.757033333333336,10.170408666666667,8.566533363363362
80_7,"['74_82', '78_30']",1,0.12023751660237472,29.812600000000003,16.305533333333333,9.845342,12.574775075075076
80_50,"['74_82', '79_52']",1,0.11997838642300959,43.65766666666667,18.319366666666667,10.088943333333333,9.5944072972973
80_21,"['79_20', '79_58']",1,0.1180891054241493,36.34263333333333,29.6438,10.308210333333333,9.820325525525526
80_35,"['78_65', '79_6']",1,0.11801250077106783,45.203599999999994,18.3324,10.116245999999999,8.717700270270269
80_26,"['77_72', '79_68']",1,0.1171417251747407,32.148666666666664,19.032366666666665,9.929971666666667,11.88596132132132
80_80,"['75_66', '74_82']",1,0.11276102131747881,26.594466666666666,29.192666666666668,9.956507666666665,13.34237003003003
80_44,"['75_66', '79_74']",1,0.10958365583887276,28.739833333333337,27.819833333333335,9.987819666666667,12.062458558558555
80_11,"['79_68', '79_6']",1,0.10910243040368756,26.72436666666667,35.7673,9.973677666666667,13.324325795795795
80_69,"['78_30', '79_76']",1,0.10855695911635438,42.00946666666667,29.991200000000003,10.613912,8.86489864864865
80_83,"['79_6', '79_10']",1,0.10647815271933421,29.59913333333333,31.502766666666663,9.870369333333334,10.277636846846846
80_55,"['78_31', '75_66']",1,0.10617103627448726,28.743533333333332,17.640433333333334,10.017851,12.842954924924925
80_45,"['79_10', '79_6']",1,0.10609028618214275,29.1279,31.510466666666662,9.855922666666666,10.582469099099098
80_31,"['79_54', '76_61']",1,0.10373177971185665,57.195100000000004,25.691166666666664,10.555163333333333,7.423881741741742
80_78,"['77_72', '76_61']",1,0.09739744542855908,49.952333333333335,27.3362,10.723908333333334,7.866398438438438
80_86,"['79_79', '76_61']",1,0.09161623487358446,49.8008,27.141000000000002,10.512107333333335,8.139044354354356
80_37,"['79_52', '79_79']",1,0.08764955035530993,50.61353333333333,18.12506666666667,10.254505666666667,8.324238468468467
80_74,"['79_76', '79_54']",1,0.08705845411757429,50.191300000000005,22.532666666666668,10.516159333333334,8.225220480480479
80_22,"['79_83', '78_61']",1,0.08598867646725178,29.720066666666668,15.8071,9.966882333333333,13.984080210210209
80_51,"['79_52', '79_83']",1,0.08569426089204023,37.0588,17.982699999999998,10.110024,10.178263663663664
80_70,"['75_66', '79_78']",1,0.08016090999731075,26.5183,25.472033333333332,9.966138333333333,13.676958828828825
80_89,"['78_65', '78_61']",1,0.07703224775056187,37.63193333333333,15.991933333333334,9.923983666666667,12.521950570570572
80_34,"['78_30', '79_10']",1,0.07420214938223346,26.727766666666668,17.38286666666667,10.032843666666666,12.294380570570572
80_63,"['71_89', '79_78']",1,0.07094307374401917,29.541166666666665,16.517500000000002,9.959382666666666,14.344004954954954
80_53,"['79_20', '79_6']",1,0.06898064051503837,42.051966666666665,33.384166666666665,10.266278666666667,8.773715495495496
80_28,"['79_79', '79_68']",1,0.06840501507706205,34.78903333333333,18.119833333333336,9.906125666666666,12.202566126126124
