cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Cost of energy next 10 years,Average Energy Change
19_8,"['18_62', '18_62']",1,inf,64.97356666666667,17.698533333333334,10.112950666666668,6.911697147147147
25_5,"['19_45', '20_43']",1,inf,35.3303,14.49015,9.935415333333333,15.783803963963962
25_62,"['23_45', '22_83']",1,inf,41.28373333333333,30.562066666666666,11.116789666666667,8.484523783783784
28_14,"['25_5', '27_69']",1,inf,34.727866666666664,14.599019999999998,9.939557666666667,15.818094924924921
30_77,"['23_13', '29_5']",1,inf,29.2623,18.0818,9.731870666666666,11.83457024024024
31_4,"['30_84', '30_18']",1,inf,26.984066666666667,43.944700000000005,10.29181,11.053259015015016
31_15,"['30_8', '30_8']",1,inf,21.534900000000004,16.2433,10.012363333333331,14.122922822822824
31_79,"['30_56', '30_47']",1,0.35370670224387857,58.81553333333333,25.330366666666666,10.922395,7.3689096996996994
31_6,"['19_8', '30_12']",1,0.271219813281047,52.91853333333333,25.752433333333332,10.59397,7.6916795795795805
31_72,"['30_77', '30_87']",1,0.26231943195519036,38.53666666666667,17.505933333333335,9.842598,10.219009009009007
31_66,"['27_58', '19_8']",1,0.22468939189957332,47.2494,27.843233333333334,10.5314,8.1578387987988
31_10,"['30_87', '25_62']",1,0.22229992410920918,39.987766666666666,31.822033333333337,10.719990333333334,8.786771081081081
27_58,"['23_87', '23_87']",1,0.22093887081009633,27.91593333333333,43.121566666666666,10.048236666666666,11.586286936936938
31_60,"['30_87', '30_30']",1,0.2164453100400162,26.501666666666665,40.0429,9.947877333333333,13.321770660660663
31_45,"['30_47', '30_68']",1,0.21421905333305175,47.26310000000001,26.673533333333335,10.814203333333333,8.323822822822825
31_18,"['30_68', '25_62']",1,0.196927411070582,37.62336666666667,32.225366666666666,11.106877333333335,9.009782762762763
31_56,"['30_18', '25_62']",1,0.1905071462666894,35.7182,17.870966666666668,10.693595,10.46226906906907
31_82,"['30_82', '30_77']",1,0.18920515139771016,44.423399999999994,21.166966666666667,9.980767666666667,9.351343213213212
30_47,"['29_32', '25_62']",1,0.16803324660160376,50.4586,26.233966666666664,11.01986,7.877028918918918
31_54,"['30_87', '30_12']",1,0.1667549459662046,37.707433333333334,34.03013333333333,10.335047000000001,9.481632432432434
31_61,"['30_79', '19_8']",1,0.16233196449052595,61.9067,17.0013,10.159644333333334,7.080121711711712
31_21,"['25_5', '27_58']",1,0.14965289815262509,31.026733333333336,15.186786666666665,9.953099666666667,14.653411261261262
31_26,"['30_12', '30_84']",1,0.1436839946489032,30.2106,37.6479,10.032038333333334,11.187426156156157
31_22,"['30_79', '30_56']",1,0.13882659836920566,60.73093333333333,22.58966666666667,10.424799333333334,7.0856496996997
31_47,"['30_68', '25_62']",1,0.13723994810961634,42.70926666666667,29.148666666666667,10.985711,8.26546957957958
31_37,"['25_5', '30_30']",1,0.1348747526641782,32.4177,14.668023333333332,9.927185,15.45960954954955
31_84,"['28_14', '30_8']",1,0.12894336201087242,25.6898,23.16593333333333,9.967146333333336,13.95461981981982
31_27,"['30_12', '30_79']",1,0.11807217863111155,43.86053333333333,23.890866666666668,10.594634000000001,8.670743843843843
31_28,"['30_79', '28_14']",1,0.11776518785529383,37.29493333333333,36.15376666666666,9.943831333333334,11.136676006006006
31_43,"['19_8', '30_87']",1,0.1172457028835292,60.68253333333333,25.76963333333333,10.649303333333334,7.229287027027027
31_64,"['30_9', '27_58']",1,0.11640074861757649,27.258366666666664,36.76116666666667,10.275650666666666,11.28373972972973
31_69,"['27_58', '30_84']",1,0.11578757077238362,27.870433333333335,29.842000000000002,10.002311666666666,12.349521531531531
31_68,"['19_8', '19_8']",1,0.11447629442109697,64.93306666666666,17.580433333333332,10.119741333333332,6.93215975975976
31_52,"['30_87', '30_12']",1,0.11020825120839085,42.331966666666666,29.489099999999997,10.139129666666667,8.80881816816817
31_44,"['30_36', '25_62']",1,0.1079125958248749,44.35353333333333,28.582133333333335,10.474015,8.272729219219219
31_86,"['30_30', '30_18']",1,0.10392554807465038,27.772466666666663,33.48703333333333,9.975595333333334,12.487425225225223
31_59,"['19_8', '30_77']",1,0.10051223507369264,49.77656666666667,18.392666666666667,9.932798666666669,8.549845615615615
31_76,"['28_14', '30_12']",1,0.09798479118596318,43.954033333333335,17.1575,9.895486333333332,12.92585966966967
31_67,"['30_30', '30_84']",1,0.09291824578725996,27.585266666666666,34.93449999999999,9.934018333333334,14.240696516516515
31_57,"['30_18', '30_79']",1,0.09265310330298854,50.58766666666667,18.561300000000003,10.384182000000001,8.321733153153154
31_55,"['23_13', '30_46']",1,0.09151857749478388,37.896966666666664,19.669600000000003,10.009761333333332,11.153871621621624
31_0,"['27_58', '30_77']",1,0.0901686093571736,32.7415,21.90693333333333,10.034201000000001,10.30803015015015
31_49,"['30_69', '30_69']",1,0.0881086525493051,22.594066666666667,16.663366666666665,9.987435666666666,13.124544474474476
31_20,"['30_79', '25_62']",1,0.08744881251154059,52.050900000000006,17.759866666666667,10.361725333333334,8.169577027027026
31_89,"['30_79', '30_79']",1,0.08677016511518826,60.329299999999996,17.3375,10.211260333333335,7.265516186186185
31_74,"['19_8', '30_69']",1,0.08639771001855728,47.57863333333333,17.770599999999998,10.034205,9.427605705705707
31_35,"['30_10', '28_14']",1,0.08613697092298073,32.293866666666666,14.810720000000002,9.965964999999999,15.495553873873874
31_5,"['30_79', '30_63']",1,0.08391159466826544,50.578066666666665,27.84743333333334,10.455025,7.858040780780782
31_29,"['30_63', '25_5']",1,0.08175898927622186,30.9851,19.407766666666667,9.934099666666668,11.51157
31_48,"['30_30', '30_8']",1,0.08048610205743412,23.96526666666667,17.078,9.967917000000002,14.120023483483484
31_25,"['30_56', '30_79']",1,0.07938602880783033,59.57593333333333,17.48443333333333,10.186610333333332,7.28815192192192
31_58,"['30_79', '30_32']",1,0.07784160330778382,50.48003333333333,18.094533333333334,10.253732,8.37388096096096
31_78,"['25_5', '30_68']",1,0.07117498344477415,33.68743333333333,15.203333333333333,9.929537,13.603631771771774
31_33,"['30_8', '30_18']",1,0.06355262089901707,29.704333333333334,15.902266666666668,9.959977666666667,12.611473873873875
31_51,"['30_77', '30_18']",1,0.06178234676243296,31.160933333333332,21.645333333333337,10.002662333333333,11.255208348348349
31_13,"['19_8', '30_68']",1,0.05937450577662077,59.163666666666664,17.301233333333332,10.326410333333332,7.350693063063063
31_30,"['30_69', '30_10']",1,0.05784028776348584,27.698333333333334,24.344133333333332,9.943782,14.134936006006006
31_75,"['30_12', '28_14']",1,0.05767280418823636,34.36116666666667,15.376833333333332,9.939653,13.228060960960958
30_30,"['28_14', '29_71']",1,0.055004587661094034,28.9495,15.987110000000001,9.932479333333333,14.327871591591594
31_3,"['30_12', '30_84']",1,0.05377858281522954,28.6515,28.897266666666667,10.113613,11.699682777777781
31_16,"['30_30', '27_58']",1,0.049252225131264024,27.428299999999997,15.9315,9.962124666666668,13.766302942942943
31_14,"['23_13', '30_8']",1,0.04914211513059132,34.1484,18.694766666666666,9.944603666666668,11.262613213213214
31_12,"['30_84', '25_62']",1,0.04824281663206399,30.432299999999998,18.474833333333333,10.357510333333332,11.24381840840841
31_83,"['25_62', '25_5']",1,0.04754621315595015,29.937600000000003,17.1846,9.956719333333332,12.800183033033031
31_42,"['30_63', '25_5']",1,0.046618994005634545,30.2156,16.493666666666666,9.958551666666667,13.390405195195195
31_36,"['30_32', '25_5']",1,0.04293437948816908,26.773266666666668,23.670786666666668,9.960123666666666,13.340377417417416
31_38,"['30_30', '30_77']",1,0.039567975231447346,26.206466666666667,16.380466666666667,9.966546,12.886808468468468
31_63,"['30_84', '30_69']",1,0.03926007875200294,29.062966666666668,16.319466666666667,9.991188333333332,13.083345795795799
31_8,"['27_58', '30_30']",1,0.03419822273820093,28.69823333333333,16.11684,9.939618000000001,14.119478498498497
31_40,"['30_8', '30_8']",1,0.032531538434370164,21.611900000000002,16.2898,9.998846666666665,14.137545645645645
31_23,"['30_30', '30_69']",1,0.02869742397757838,29.788600000000002,17.081766666666667,9.946172666666667,13.644342102102101
31_11,"['25_5', '30_77']",1,0.024252636102103514,28.6216,17.2909,9.955244333333331,13.165044474474472
31_41,"['30_30', '30_30']",1,0.023976496026455952,29.420666666666666,15.980946666666668,9.932479333333333,14.281445945945945
31_19,"['30_35', '30_63']",1,0.022672467249238062,28.3261,18.453666666666667,9.955086333333332,13.339933843843845
30_8,"['17_61', '17_61']",1,0.020462783673945377,21.541233333333334,16.277066666666666,9.996677,14.159751051051051
31_50,"['28_14', '28_14']",1,0.02010501553276421,34.74156666666667,14.650833333333333,9.939557666666667,15.786556666666664
30_10,"['28_14', '17_61']",2,inf,32.9167,14.874143333333334,9.952015333333334,15.617421081081082
31_34,"['30_84', '28_14']",2,inf,29.466633333333334,33.582699999999996,9.913856333333333,14.054367267267267
31_71,"['30_8', '25_5']",2,inf,27.558066666666665,23.886800000000004,9.974197666666667,14.796618708708708
31_88,"['30_49', '30_63']",2,inf,44.560300000000005,33.182433333333336,10.614452666666667,8.670654264264265
31_46,"['30_8', '30_79']",2,1.1940593048322792,30.863066666666665,21.340033333333334,10.049277,12.32933003003003
31_85,"['30_8', '19_8']",2,1.1214959031739782,42.6222,23.151366666666664,10.037652333333334,10.482504444444443
31_65,"['28_14', '30_9']",2,0.5638945201858109,35.6659,33.347033333333336,9.918072333333333,13.140419699699697
31_73,"['30_30', '30_68']",2,0.47227912853270076,34.60996666666667,30.45573333333333,9.960815666666667,11.391799399399398
31_80,"['30_18', '30_30']",2,0.4227617032512174,28.35213333333333,18.19093333333333,9.974368333333333,12.96536960960961
31_53,"['23_13', '25_5']",2,0.284627713152317,30.653566666666666,26.901033333333334,9.954643666666668,13.252127117117118
31_31,"['30_8', '28_14']",2,0.26689073466562513,30.189066666666672,16.310399999999998,9.934856333333332,14.722797657657656
31_2,"['30_9', '28_14']",2,0.252328871593006,29.751266666666666,32.9778,9.966070333333334,12.555453273273272
31_32,"['25_62', '30_30']",2,0.24097825490596048,30.317666666666668,31.04126666666666,9.962789,11.887316306306305
31_70,"['30_47', '28_14']",2,0.23106285712658675,27.888900000000003,16.779666666666667,9.975795333333332,13.58421261261261
31_24,"['30_35', '30_77']",2,0.19741476752155934,31.090633333333333,28.693,9.955153666666666,11.960036996996996
31_87,"['25_5', '19_8']",2,0.1939659553105326,32.744499999999995,28.970366666666663,9.941510333333333,12.000328228228229
31_39,"['30_10', '27_58']",2,0.19363800693767472,32.092,23.24393333333333,9.935500333333332,13.786856606606607
31_62,"['19_8', '30_8']",2,0.19117915339632566,29.629833333333334,24.508233333333333,9.974085,11.88745015015015
31_9,"['25_5', '30_87']",2,0.17721518990665658,33.1417,28.773300000000003,9.951948,13.309838108108108
31_7,"['25_5', '30_63']",2,0.16376003523383553,32.45083333333333,16.7849,9.972197666666666,14.034565465465464
31_1,"['25_5', '30_10']",3,inf,35.13073333333333,25.14046666666667,9.951948,15.833009279279276
31_17,"['30_47', '28_14']",3,inf,34.408,29.830933333333334,9.942529333333333,12.12793813813814
31_77,"['30_8', '30_87']",3,inf,30.71826666666667,26.817966666666667,10.00535,12.637293153153152
31_81,"['30_35', '30_84']",3,inf,31.3458,31.039033333333332,9.966239333333332,13.443806006006007
