cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Cost of energy next 10 years,Average Energy Change
43_83,"['36_28', '36_28']",1,inf,35.64713333333333,14.039313333333332,9.931268000000001,15.7219912012012
45_76,"['44_4', '44_4']",1,inf,65.1504,17.775266666666667,10.103017666666666,6.889582252252253
51_66,"['45_76', '50_5']",1,inf,62.5403,23.0771,10.258027333333333,6.880896966966965
56_12,"['49_68', '49_68']",1,inf,21.319933333333335,16.211766666666666,10.020879999999998,14.15714954954955
57_52,"['52_87', '52_87']",1,inf,29.614166666666666,16.791233333333334,9.59577,12.848063573573574
58_74,"['57_74', '57_74']",1,inf,28.548199999999998,45.84723333333333,10.107607666666667,11.530006066066067
59_29,"['58_56', '54_29']",1,inf,33.990966666666665,14.216473333333331,9.931268000000001,15.87249687687688
59_33,"['58_52', '58_47']",1,inf,44.9638,29.3913,10.916165666666666,7.819980330330331
59_71,"['51_66', '51_66']",1,0.3413124555348775,62.12133333333333,22.837466666666668,10.257046,6.945428618618617
59_52,"['56_12', '58_56']",1,0.2710791001161742,24.810600000000004,15.798449999999997,9.950919666666666,15.30484069069069
59_24,"['58_66', '45_76']",1,0.2285737075466089,55.6676,17.592333333333332,10.147478666666666,7.659645375375374
59_68,"['58_26', '58_26']",1,0.22259002315087256,27.2213,17.047900000000002,9.725682,12.524009339339338
59_35,"['58_47', '43_83']",1,0.21610396234160328,36.3156,27.86553333333333,9.894309666666667,11.269421981981983
59_70,"['58_16', '57_52']",1,0.21384397869590438,29.56736666666667,21.3329,9.609353666666665,13.028160450450452
59_42,"['58_57', '58_65']",1,0.20266673220552017,49.914899999999996,27.258766666666663,10.776603333333334,8.14915882882883
59_50,"['58_52', '58_74']",1,0.2026028946614823,29.969033333333332,42.58316666666666,10.113877333333333,10.309921561561561
59_47,"['58_57', '58_36']",1,0.1936426018161268,36.63966666666667,24.188799999999997,10.064827333333334,10.491484504504504
59_25,"['57_52', '56_12']",1,0.18494308759730793,25.255633333333332,16.499200000000002,9.809856666666667,13.50349099099099
59_55,"['58_3', '58_52']",1,0.18218280311442162,41.43113333333333,35.339200000000005,10.686942,8.884567567567567
58_52,"['57_20', '57_74']",1,0.18059650925897114,32.49316666666667,39.92513333333333,10.360747666666667,10.27937054054054
59_72,"['58_21', '58_47']",1,0.17739305115084256,48.3923,21.014366666666664,10.060133,8.537974954954956
59_27,"['58_66', '58_74']",1,0.1733434162061222,34.123999999999995,38.132866666666665,10.179414666666668,9.666938228228227
58_65,"['57_74', '56_61']",1,0.15608483735687592,32.92693333333333,34.36653333333334,10.619898666666666,9.171781261261259
59_49,"['58_51', '57_74']",1,0.1538389646773962,44.43856666666667,30.964466666666663,10.494637666666668,8.480896846846846
59_54,"['58_74', '58_57']",1,0.14636472961939836,43.91793333333334,33.381166666666665,10.508030666666667,8.547411381381382
59_14,"['58_19', '58_65']",1,0.14105698423173235,33.350433333333335,38.232533333333336,10.408368000000001,9.291666366366366
