cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Cost of energy next 10 years,Average Energy Change
19_8,"['18_62', '18_62']",1,inf,64.97356666666667,17.698533333333334,10.112950666666668,6.911697147147147
33_34,"['31_15', '31_15']",1,inf,21.487133333333333,18.569666666666667,10.016853333333332,13.986137237237239
35_61,"['34_50', '34_50']",1,inf,28.951566666666665,17.933366666666668,9.721100999999999,11.880760330330332
36_28,"['32_77', '25_5']",1,inf,35.573366666666665,14.212406666666666,9.931268000000001,15.686618198198197
38_71,"['36_55', '36_55']",1,inf,34.87453333333334,14.566139999999999,9.935415333333333,16.03633159159159
39_36,"['19_8', '19_8']",1,inf,64.77636666666668,17.769900000000003,10.111135666666668,6.905808108108107
40_37,"['38_56', '39_26']",1,inf,25.281333333333336,47.30996666666667,10.155558,11.705224378378377
40_41,"['38_14', '38_14']",1,inf,40.72613333333333,29.090233333333334,11.72475666666667,8.906304924924925
39_43,"['38_14', '38_81']",1,0.27495056373883336,48.652233333333335,25.8724,11.245536999999999,8.2128490990991
38_56,"['36_70', '37_17']",1,0.2553300501222723,24.95703333333333,46.22116666666667,10.005704333333334,12.215187573573575
40_89,"['38_71', '39_6']",1,0.2241359986804172,32.56413333333334,16.165106666666667,9.922691333333333,15.427363123123122
40_83,"['38_14', '39_43']",1,0.21963487611737087,41.76473333333333,28.3831,11.469612,8.925200390390389
40_45,"['39_82', '39_26']",1,0.16460041431429487,35.28986666666666,35.32436666666667,10.606077666666666,9.570758966966968
40_39,"['39_26', '39_12']",1,0.15673812109006102,29.3596,32.291866666666664,11.012329333333334,10.06753987987988
40_34,"['39_30', '39_60']",1,0.15366503630901712,39.78843333333333,31.313266666666664,11.14553,8.795412942942944
40_20,"['33_34', '35_61']",1,0.14924208453576754,25.992233333333335,16.538566666666664,9.832046333333333,13.773469759759758
40_0,"['39_43', '39_56']",1,0.14744380823203374,53.454499999999996,24.349500000000003,10.797523666666669,7.650166606606606
40_6,"['39_26', '39_19']",1,0.14687394319632144,26.356366666666663,42.658966666666664,10.050469999999999,11.517152012012014
40_24,"['39_36', '38_71']",1,0.14624439019852697,33.92086666666666,17.934166666666666,9.896759666666666,11.297487207207206
40_4,"['38_14', '39_36']",1,0.14553297536688165,56.8958,18.0363,10.498566333333333,7.64008840840841
40_8,"['38_14', '39_60']",1,0.1428663286007601,37.24603333333334,30.51993333333333,10.917845666666667,9.373365945945947
40_40,"['19_8', '39_56']",1,0.13928733893717676,61.87493333333333,22.419366666666665,10.403477333333333,7.128604144144144
40_15,"['39_5', '39_63']",1,0.13786082599751365,26.893766666666664,39.104166666666664,10.309873,10.711577237237236
40_17,"['39_36', '39_12']",1,0.13754133162331925,51.58266666666666,23.3138,10.763844,8.079818168168169
40_80,"['39_5', '38_56']",1,0.13357072419066168,28.215533333333337,40.76566666666667,10.000593666666665,10.867356237237237
40_21,"['19_8', '39_58']",1,0.13212436846747577,54.381499999999996,23.796266666666668,10.256858666666668,7.710436066066067
40_79,"['39_26', '38_14']",1,0.13064866454477142,35.50323333333333,33.28406666666667,10.934015666666667,9.27196675075075
40_82,"['39_12', '39_82']",1,0.12282888800212874,44.19076666666666,17.9186,10.354991666666667,9.444795195195196
38_14,"['37_24', '37_83']",1,0.12169359819806318,40.84173333333333,29.1057,11.666587666666667,8.977827567567568
40_58,"['39_44', '39_44']",1,0.12132144901446344,60.375400000000006,22.7319,10.619356999999999,7.085074114114113
40_44,"['39_43', '39_60']",1,0.12125448719305258,36.014933333333325,31.095100000000002,11.583940999999998,9.769744564564567
40_10,"['33_34', '39_60']",1,0.12112038462953709,31.125933333333332,16.3126,9.991210333333333,12.951790750750751
40_63,"['39_36', '39_26']",1,0.12071003392263921,51.05263333333334,18.830933333333334,10.164964333333335,8.497961351351352
40_52,"['39_43', '35_61']",1,0.11389254734409049,47.27866666666667,15.358166666666667,10.199754,9.691476576576576
40_32,"['39_19', '39_19']",1,0.11022889050546489,25.845766666666666,43.86596666666666,10.107785666666667,11.679644396396396
40_22,"['39_26', '39_19']",1,0.10770218065741202,26.36486666666667,39.826899999999995,10.181014666666666,11.093311141141141
40_78,"['38_14', '39_61']",1,0.10650918403313328,46.76990000000001,20.542733333333334,10.089618000000002,8.76478972972973
40_31,"['39_43', '39_58']",1,0.10537957796000914,46.414566666666666,27.270566666666667,10.687907000000001,8.193033333333334
40_85,"['33_34', '33_34']",1,0.10302517645658225,21.5504,21.0198,10.013157,13.93752882882883
40_72,"['39_43', '19_8']",1,0.10234481732450193,57.72730000000001,24.548199999999998,10.991857333333334,7.339923903903905
39_19,"['38_89', '38_56']",1,0.10226217580472677,25.829433333333338,45.26176666666667,10.096615666666667,11.772086696696698
40_35,"['35_61', '39_60']",1,0.10022440942455887,39.52596666666667,25.871966666666665,10.245270666666668,9.246445615615615
40_19,"['38_14', '39_60']",1,0.0994692611960785,31.681466666666665,35.79846666666666,11.487902333333333,9.72999159159159
40_57,"['39_26', '19_8']",1,0.09513796775186023,42.7854,24.03076666666667,10.293448,8.799306516516516
40_59,"['39_3', '39_26']",1,0.09210849255407094,46.72656666666666,26.025166666666667,10.786359333333332,8.392001561561562
40_27,"['33_34', '38_14']",1,0.09194611348340503,30.264233333333333,24.838133333333335,9.958268666666667,11.502042402402404
40_28,"['39_56', '39_3']",1,0.09191486272084431,59.28756666666666,17.146599999999996,10.204858999999999,7.3481215915915925
40_67,"['39_43', '35_61']",1,0.09135573564483716,36.285866666666664,18.9374,10.22462,10.18664957957958
40_46,"['39_58', '39_50']",1,0.09122140201242175,29.125533333333333,36.997233333333334,10.21630266666667,10.739263063063063
40_70,"['39_43', '19_8']",1,0.08844722960873501,57.57893333333333,23.36553333333333,10.658195666666666,7.475833783783784
40_30,"['19_8', '33_34']",1,0.08648148519950061,36.024,21.727233333333334,9.974571333333333,10.412624024024021
40_18,"['39_8', '39_3']",1,0.08335496968719107,55.63003333333334,17.407966666666667,10.276653666666666,7.656760210210211
40_7,"['39_60', '39_82']",1,0.0832052967602283,40.9214,30.114233333333335,10.664984666666665,8.950017087087089
40_75,"['38_14', '38_56']",1,0.08089112892850141,32.40316666666667,31.8152,10.742632333333333,9.849596246246247
40_3,"['39_19', '33_34']",1,0.07924181999620106,26.656666666666666,16.8302,9.979122000000002,13.334792912912915
40_65,"['39_43', '38_56']",1,0.078333413968565,37.725300000000004,31.158966666666668,10.426420333333333,9.75220087087087
40_1,"['35_61', '38_56']",1,0.07569619402203105,29.68126666666667,17.4487,10.023519666666667,13.070234354354355
40_42,"['38_71', '38_56']",1,0.07365146660638855,32.1578,15.982333333333335,9.925991999999999,15.489636606606608
40_76,"['39_50', '39_63']",1,0.07316291574590425,30.40393333333333,38.374199999999995,10.750428333333332,9.954355465465467
40_36,"['39_56', '19_8']",1,0.07175160562051791,61.224,17.514999999999997,10.228291,7.1370735435435435
40_14,"['39_44', '38_56']",1,0.07017008561219927,40.12026666666666,27.401533333333333,10.68521933333333,9.0959693993994
40_26,"['39_58', '38_71']",1,0.06935705933542946,30.69503333333333,16.9524,9.934344333333334,13.495864504504505
40_87,"['39_60', '39_60']",1,0.06607639229849663,30.694633333333332,35.90866666666667,10.961885999999998,10.287350060060058
40_61,"['39_19', '19_8']",1,0.06592800569107601,40.47186666666666,22.193933333333334,10.453671666666665,9.107778198198197
40_74,"['39_60', '39_63']",1,0.061766722721994814,29.970033333333333,38.4758,10.955125,9.977719435435436
40_71,"['35_61', '39_63']",1,0.059248196021906015,27.985133333333334,17.575066666666668,9.935429333333332,11.787910990990989
40_11,"['39_12', '39_61']",1,0.059159209929799735,31.370500000000003,17.273833333333332,9.995680333333333,12.02613108108108
40_68,"['39_12', '35_61']",1,0.05470071564129056,36.586800000000004,18.7343,10.073975666666668,9.791695375375376
40_69,"['39_43', '39_6']",1,0.05402628234048648,30.333433333333335,36.4284,10.212623666666666,10.929001471471473
40_51,"['39_56', '35_61']",1,0.047375171120894025,44.940333333333335,17.395566666666667,9.99052,9.584650540540542
40_66,"['33_34', '39_36']",1,0.044412654812749065,34.93666666666667,20.590166666666665,9.995688000000001,10.978865105105108
40_64,"['39_36', '39_19']",1,0.043940816693851144,45.2374,18.272133333333333,10.433450666666667,8.85069912912913
40_77,"['39_58', '39_56']",1,0.03947352835127743,45.53986666666666,18.318633333333334,10.168296333333332,9.1009093993994
40_9,"['39_56', '38_56']",1,0.03584889386836069,36.440533333333335,18.37473333333333,10.775636999999998,10.387676966966966
40_5,"['36_28', '38_56']",1,0.03494912117614004,35.6569,16.475066666666667,9.934943333333331,13.852881741741742
40_73,"['33_34', '33_34']",1,0.03394461981356426,21.5463,21.0564,10.015016666666666,13.932643843843843
40_54,"['38_56', '39_3']",1,0.03368464610637949,46.434400000000004,17.4179,10.451222666666668,9.205547147147147
40_2,"['38_14', '39_8']",1,0.03256993876458707,40.29443333333334,18.118166666666667,10.771084000000002,9.890090030030033
40_29,"['39_60', '36_28']",2,inf,28.65686666666667,16.5731,9.939594333333332,14.4982996996997
40_33,"['39_56', '39_61']",2,inf,48.29366666666667,23.34766666666667,10.417359333333334,8.876986696696695
40_38,"['39_43', '38_14']",2,inf,47.1782,27.997666666666664,11.124642666666668,8.258837867867868
40_43,"['39_26', '38_14']",2,inf,36.4777,36.4833,10.936213333333333,9.472940720720722
40_48,"['36_28', '39_12']",2,inf,26.301199999999998,23.503559999999997,9.909374,14.102997147147148
40_56,"['36_28', '39_19']",2,inf,29.398866666666667,17.266266666666667,9.939557666666667,14.544747627627629
40_81,"['39_58', '33_34']",2,inf,28.973200000000002,18.358900000000002,9.879759333333334,12.191912552552552
40_53,"['33_34', '39_44']",2,1.052202232081998,39.226400000000005,20.151566666666668,10.100439,10.437002702702701
40_62,"['19_8', '38_56']",2,0.9608201052219649,44.07046666666667,24.73653333333333,10.6185,9.33625036036036
40_86,"['39_26', '39_43']",2,0.8002897534613056,36.86966666666667,28.66156666666667,10.764338333333335,10.590876126126126
40_88,"['39_19', '35_61']",2,0.6757520621478389,30.71506666666667,32.43213333333333,9.995643666666668,11.677635975975976
40_13,"['39_6', '39_61']",2,0.4961832986661948,32.5961,17.727833333333333,9.937265333333334,12.90231798798799
40_60,"['39_56', '36_28']",2,0.3382717215181863,29.7165,35.05473333333333,9.965598666666667,11.85397303303303
40_47,"['36_28', '39_61']",2,0.32385921599288253,32.527899999999995,17.413333333333334,9.966274333333333,13.820762762762762
40_23,"['38_56', '36_28']",2,0.28244190130400254,28.454766666666668,19.1574,9.927150333333332,14.114562942942944
40_25,"['39_43', '39_84']",2,0.16015581621166602,28.681166666666666,23.383,9.998487333333335,12.014059789789789
40_12,"['36_28', '33_34']",3,inf,31.71653333333333,16.631600000000002,9.966064333333334,14.506146456456458
40_16,"['39_56', '36_28']",3,inf,34.634933333333336,27.0646,9.923596,13.013449999999999
40_49,"['33_34', '39_12']",3,inf,30.171999999999997,23.480733333333333,9.986755666666665,12.3815081981982
40_50,"['38_71', '39_24']",3,inf,29.608666666666664,41.4009,9.952059333333333,12.773652732732733
40_55,"['39_61', '38_71']",3,inf,27.62676666666667,28.013266666666667,9.963881333333335,14.88948219219219
40_84,"['33_34', '38_14']",3,0.9825331957921362,29.154733333333336,19.9319,9.975624333333334,12.862787057057057
