cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Energy Change Percent
36_41,"['35_74', '33_58']",1,inf,16.2705,0.02282506565562677
46_68,"['45_26', '45_35']",1,inf,70.6384,0.008290056812950435
52_12,"['46_68', '46_68']",1,inf,70.6384,0.008290056812950435
48_5,"['46_13', '46_13']",1,0.37439530952623384,58.0131,0.008457869449913924
51_39,"['50_4', '48_5']",1,0.35486873410562525,30.1039,0.012506404961356526
52_60,"['50_7', '50_83']",1,0.29799411469465686,39.2102,0.011211145761380867
50_74,"['46_68', '42_72']",1,0.2321002175099909,70.5941,0.008300162848119188
51_8,"['36_41', '50_80']",1,0.22648050440230735,18.5296,0.01905066550499218
52_48,"['50_83', '36_41']",1,0.2155786525076175,18.2944,0.02162216131192877
52_1,"['36_41', '50_83']",1,0.20588366042206263,21.1528,0.017689784821005004
52_75,"['51_88', '51_32']",1,0.20514604133128372,23.5227,0.015971706244003105
52_6,"['50_4', '51_38']",1,0.18307613858237098,28.5826,0.013527925806488489
52_83,"['51_5', '51_34']",1,0.17957185576804488,44.1222,0.00949934052144375
52_22,"['51_39', '51_56']",1,0.17638390653993188,25.0923,0.014173332231602576
52_11,"['50_7', '51_21']",1,0.16673162150347243,40.2947,0.010440315057589671
52_74,"['48_5', '51_35']",1,0.16425670174003668,52.4944,0.008903130156721084
52_81,"['51_5', '51_32']",1,0.16289408035758599,46.515,0.009493205237265006
52_50,"['51_21', '51_39']",1,0.16179284813926204,21.9663,0.016319409985969358
51_35,"['50_85', '49_14']",1,0.15057715373124025,51.4462,0.00908971144982811
52_30,"['51_8', '50_80']",1,0.14187684380279586,19.7376,0.018716098082122084
52_45,"['51_34', '51_56']",1,0.10860138770280751,25.313,0.013886593101008477
52_36,"['51_88', '51_88']",1,0.08535843993323092,18.0948,0.022067861338604812
51_88,"['36_41', '50_59']",1,0.0747918626950568,16.4266,0.022363499223146073
52_27,"['51_54', '51_18']",1,0.07298012811187721,40.0729,0.010840224321332007
52_42,"['36_41', '36_41']",1,0.03462667669254738,16.3164,0.022679514636419047
52_55,"['50_74', '46_68']",1,0.011664939839996995,70.5941,0.008300162848119188
51_58,"['46_68', '46_68']",1,0.0,70.6384,0.008290056812950435
52_20,"['51_35', '51_18']",2,inf,45.0332,0.01091897592692675
52_31,"['51_88', '51_56']",2,inf,18.9186,0.021254978254803908
52_2,"['51_70', '51_39']",2,0.4230220243734281,32.2859,0.013593328993872665
52_86,"['51_35', '50_83']",2,0.3517263968566917,39.6941,0.011311100754609246
52_15,"['50_4', '48_5']",2,0.33514794454112296,36.958,0.012937775546309054
52_56,"['51_85', '51_56']",2,0.33265846652461045,25.9222,0.014053166807993027
52_52,"['50_80', '51_21']",2,0.3074719593235802,25.2714,0.01553748499611562
52_71,"['36_41', '48_5']",2,0.27888744387371034,23.641,0.016788118903929193
52_89,"['48_5', '51_85']",2,0.24238661739784703,41.2461,0.010999534996108855
52_65,"['50_80', '51_85']",2,0.22654197218336086,22.1042,0.0179433071888342
52_23,"['50_80', '50_4']",2,0.22464077254246462,20.3049,0.018795893652257728
52_24,"['50_80', '50_4']",2,0.2177461705177679,19.188,0.02001832746448175
52_33,"['50_17', '51_17']",2,0.17061185436182577,23.3034,0.017641143647928393
52_5,"['51_56', '51_38']",2,0.16933621479078106,34.7751,0.013184734995653374
51_56,"['50_17', '50_4']",2,0.1685275289639714,25.4278,0.014317292758757568
52_0,"['51_56', '51_8']",2,0.16103867746650996,19.8178,0.019360251305797355
52_32,"['51_56', '51_70']",2,0.10748238678219929,35.4534,0.013096747019292044
52_21,"['51_39', '48_5']",3,inf,41.8465,0.011036083866395107
52_73,"['36_41', '50_80']",3,inf,19.2842,0.02104019007907839
52_46,"['51_39', '51_88']",3,0.9803385980500499,30.2363,0.014464404061608122
52_51,"['51_34', '50_4']",3,0.44591353741842094,26.0271,0.016126250389867033
52_26,"['51_39', '50_83']",3,0.35267541631880395,28.0883,0.014743120182395831
52_43,"['51_18', '51_8']",3,0.2601898762318028,25.2479,0.01794465542901315
52_85,"['36_41', '51_35']",3,0.25058090041258024,23.2282,0.01832976776482983
52_47,"['50_80', '50_80']",3,0.24897667332183313,20.5399,0.018803035291889553
52_84,"['50_80', '50_4']",3,0.17042922740707123,20.2038,0.01947954024942325
52_28,"['51_56', '51_88']",3,0.14263500213416264,19.4524,0.02002583073328588
52_63,"['51_32', '51_88']",3,0.12801200951327762,24.7284,0.01815337498064299
52_87,"['51_8', '51_56']",3,0.10884921365098235,19.3278,0.020518058244038385
52_40,"['36_41', '51_39']",4,inf,20.9716,0.0202222087049518
52_78,"['50_7', '50_83']",4,inf,33.3203,0.014698486099384128
52_58,"['50_83', '36_41']",4,0.8971825136956224,26.3858,0.01880284541366645
52_88,"['51_88', '51_5']",4,0.838258647831192,27.3908,0.016253733133420125
52_29,"['50_83', '36_41']",4,0.6954006555848035,22.0354,0.018813985385684302
52_16,"['51_35', '50_80']",4,0.5284259111865628,29.0018,0.015342705556354256
52_39,"['51_38', '51_56']",4,0.4663406965840046,30.565,0.014754712967044404
52_34,"['51_8', '51_54']",5,inf,30.6612,0.015440017105016302
52_64,"['51_39', '51_88']",5,inf,22.1798,0.024473270691230686
52_61,"['48_5', '51_88']",5,1.8104897935870872,22.408,0.019322912688038794
52_35,"['48_5', '51_8']",5,1.4029386988171064,29.0878,0.01547613549032413
52_9,"['51_88', '50_4']",6,inf,23.0552,0.025166525326752395
52_69,"['50_83', '51_70']",6,inf,31.5474,0.01545363890448932
52_59,"['51_8', '50_74']",6,1.7111714476399271,27.6358,0.021014837475204523
52_3,"['36_41', '51_35']",6,1.0331697110987785,31.2505,0.0158428354986386
52_72,"['50_7', '51_27']",6,0.9668302889012214,24.6152,0.024874177649473965
52_8,"['51_39', '50_74']",7,inf,23.3762,0.02547588944641582
52_17,"['51_58', '51_85']",7,inf,50.418,0.015659286449220725
52_80,"['51_39', '50_74']",7,0.6327764734016827,29.3674,0.024141248853804066
52_18,"['46_68', '51_56']",7,0.5905912479122375,44.9667,0.018132917855374863
52_44,"['51_58', '51_54']",7,0.5490160694454744,39.7844,0.019678619311892347
52_57,"['50_83', '46_68']",7,0.4466037015485147,34.0347,0.020898960884554625
52_68,"['51_5', '46_68']",7,0.39321492339012065,31.9698,0.02238378734254254
52_19,"['51_58', '51_85']",7,0.3490982252876311,42.0372,0.018414522722745585
52_4,"['51_34', '50_74']",7,0.22761620924060538,33.4242,0.02175389690630983
52_38,"['48_5', '46_68']",8,inf,29.8739,0.024717578146632956
52_82,"['46_68', '48_5']",8,inf,52.5435,0.018112803164061615
52_67,"['51_88', '50_74']",8,0.8911301528696345,42.0501,0.020015832391647555
52_76,"['51_18', '50_74']",8,0.7958575526168217,35.3991,0.022596885311193516
52_10,"['51_56', '46_68']",8,0.6841744001940779,40.2849,0.0204269812115024
52_41,"['46_68', '49_14']",8,0.3970353440637946,32.942,0.023544091553229552
52_54,"['51_58', '50_4']",8,0.31301229451354384,31.9757,0.024221808788620642
52_13,"['46_68', '36_41']",9,inf,32.0966,0.02588902013458767
52_77,"['50_74', '51_85']",9,inf,40.6336,0.020859806158192936
52_7,"['51_58', '51_35']",9,2.0,35.6006,0.025753818355618803
52_49,"['51_88', '50_74']",10,inf,36.2419,0.026513150065872404
52_79,"['51_58', '50_80']",10,inf,51.1897,0.021787307398321583
52_25,"['51_58', '51_88']",10,1.7379285499546953,41.9609,0.022354054858877544
52_53,"['50_83', '46_68']",10,1.2626729433185437,39.1286,0.02618729031128989
52_14,"['46_68', '48_5']",11,inf,39.6891,0.028448386564519618
52_66,"['51_58', '51_85']",11,inf,44.0415,0.02286949055925404
52_70,"['46_68', '51_63']",11,1.6424034257011617,42.7989,0.02636099624409399
52_37,"['46_68', '48_5']",11,1.088660657017318,39.7392,0.026517610525935386
52_62,"['51_32', '46_68']",12,inf,46.3761,0.02344933060429711
