cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Energy Change Percent
36_41,"['35_74', '33_58']",1,inf,16.2705,0.02282506565562677
46_68,"['45_26', '45_35']",1,inf,70.6384,0.008290056812950435
52_12,"['46_68', '46_68']",1,inf,70.6384,0.008290056812950435
54_79,"['53_77', '51_39']",1,0.39050820223116034,28.8122,0.012248289789410189
54_0,"['53_52', '53_11']",1,0.34040723291333197,22.655,0.018231250380727013
54_30,"['53_16', '53_74']",1,0.3287294097668611,22.7117,0.01403140850990195
48_5,"['46_13', '46_13']",1,0.3066504681009267,58.0131,0.008457869449913924
54_13,"['53_35', '53_42']",1,0.2819016418179578,34.5988,0.010970245509999704
54_36,"['36_41', '53_74']",1,0.23861074540629637,17.2517,0.020184562621811904
54_81,"['53_11', '51_39']",1,0.2348852668593016,24.7563,0.014014938425563736
50_74,"['46_68', '42_72']",1,0.231405727424124,70.5941,0.008300162848119188
53_65,"['51_35', '51_35']",1,0.2008438803829159,51.5021,0.008842379171433342
54_6,"['53_37', '53_66']",1,0.16335036045989676,46.4303,0.009216516527741558
54_22,"['51_8', '53_66']",1,0.15516532922170367,38.4298,0.01072206820576578
54_64,"['53_39', '48_5']",1,0.14621220723796047,55.2866,0.008664940158120412
54_5,"['53_77', '48_5']",1,0.12812987882620225,40.9387,0.010409859280599008
54_17,"['51_8', '51_39']",1,0.10366098243849538,19.8797,0.019517122250104317
54_37,"['53_42', '53_42']",1,0.09807384853183698,42.7302,0.010009391510992562
54_40,"['53_10', '51_8']",1,0.09425684839897244,17.3105,0.019634895593831147
54_11,"['53_39', '52_1']",1,0.08503555774260141,46.3309,0.00983418148994075
54_80,"['53_42', '53_65']",1,0.07828276355159788,44.6868,0.009986392378672016
54_59,"['36_41', '53_37']",1,0.07456613628577641,20.1633,0.018890865300218718
54_12,"['53_74', '53_11']",1,0.06494775217191723,21.7461,0.018721081916716304
54_77,"['53_85', '36_41']",1,0.040793763138971595,21.3793,0.018834213985663532
54_38,"['50_74', '53_71']",1,0.010853799442814095,70.5941,0.008300162848119188
54_89,"['50_74', '46_68']",1,0.0015056304830498189,70.6374,0.008291450491063213
54_84,"['50_74', '53_71']",1,0.001395830837701965,70.5943,0.008300151232489662
54_47,"['52_12', '46_68']",2,inf,70.6425,0.008548301154221767
54_87,"['36_41', '53_4']",2,inf,17.2384,0.022836717350881726
54_67,"['53_16', '53_39']",2,0.45593273462219497,50.849,0.009434828127911132
54_51,"['53_11', '53_35']",2,0.4438775811223205,22.9344,0.016075184898172314
54_70,"['51_8', '53_18']",2,0.42844687024875483,21.0418,0.019030695306395617
53_11,"['52_75', '52_50']",2,0.38401734817817545,26.1696,0.014060344906965023
54_74,"['53_65', '51_39']",2,0.33182913265648334,41.3199,0.010439591323587682
54_53,"['48_5', '51_39']",2,0.24875398935213605,49.9224,0.009519137165351433
54_4,"['53_35', '53_35']",2,0.19101725157941604,18.1603,0.02091968830187157
51_39,"['50_4', '48_5']",2,0.18998216568540183,30.1039,0.012506404961356526
54_29,"['36_41', '53_35']",2,0.14657316270967136,17.5167,0.021402518028098196
53_37,"['52_60', '52_11']",2,0.13709700365657854,37.7959,0.01101597095553356
54_69,"['53_11', '53_37']",2,0.13091785090098174,33.135,0.012414158905597186
54_66,"['53_66', '53_11']",2,0.1267959897445317,34.6094,0.01173328398810153
54_28,"['53_18', '53_65']",2,0.07909950475829897,37.3503,0.011730260327023772
54_10,"['51_39', '53_77']",2,0.06321381732993786,30.2837,0.01244653960586228
54_46,"['48_5', '53_85']",2,0.058334729705509,37.7087,0.011432303719385601
53_35,"['52_6', '52_36']",2,0.04584319884011873,18.1064,0.02097465482451461
54_18,"['53_35', '53_85']",3,inf,19.4081,0.022066117364297384
54_20,"['52_12', '46_68']",3,inf,70.6874,0.008763182038506456
54_32,"['53_66', '48_5']",3,0.5633982053052918,53.5952,0.009828802347768995
54_24,"['53_52', '53_11']",3,0.31926818111498395,21.7433,0.020566659158026745
54_85,"['53_65', '53_35']",3,0.3171340996747438,35.5048,0.012333735905267441
54_63,"['53_66', '48_5']",3,0.29026789361818395,49.1094,0.010660242204962506
54_1,"['53_46', '53_35']",3,0.2540550883605612,23.0956,0.017728090499593615
54_35,"['51_39', '53_42']",3,0.25081314422477524,40.7928,0.011044729481017866
54_14,"['53_77', '53_39']",3,0.23162849870567526,30.3978,0.013500088705531115
54_72,"['48_5', '53_35']",3,0.22813492294190119,29.6684,0.015458978119802054
54_27,"['53_66', '53_74']",3,0.21778564263842187,24.0619,0.016575605389607794
54_82,"['53_18', '53_42']",3,0.19327102796696347,27.2527,0.01571904735073618
54_62,"['51_39', '53_66']",3,0.19108484003175075,43.393,0.011043550837840851
54_49,"['51_39', '53_18']",3,0.18726819209600798,32.1787,0.01302886411182039
54_83,"['36_41', '53_10']",3,0.15825518504504382,19.4199,0.021021740118506795
54_34,"['36_41', '53_45']",3,0.10547775655793387,23.195,0.017563582441701735
54_57,"['53_77', '53_85']",4,inf,19.6001,0.022165990393129283
54_73,"['53_16', '53_35']",4,inf,36.9954,0.012553403021199533
54_65,"['53_85', '36_41']",4,0.6937208251193456,23.2694,0.01809156906497592
54_48,"['51_8', '48_5']",4,0.6110893611015306,32.929,0.013641984165190276
54_75,"['53_37', '53_4']",4,0.5428741774154124,26.2133,0.016916596437901384
54_58,"['48_5', '53_35']",4,0.4626431454397717,30.8003,0.01551438779421752
54_86,"['53_35', '53_39']",4,0.31715877844981866,30.8047,0.015006591795661906
54_31,"['53_4', '53_85']",4,0.23254666833935217,24.3801,0.01718503118641564
54_7,"['53_16', '53_18']",4,0.15815795497083032,23.5911,0.017702952237680536
54_8,"['51_39', '46_68']",5,inf,24.5316,0.028830671159157464
54_56,"['53_42', '53_37']",5,inf,33.8204,0.014193640349948447
54_23,"['48_5', '36_41']",5,1.1023292140936647,27.2028,0.016924812938647015
54_44,"['36_41', '53_31']",5,1.1009787815195888,25.822,0.017724812378060766
54_19,"['53_11', '46_68']",6,inf,28.7354,0.022393159773316927
54_71,"['53_39', '52_12']",6,inf,41.4456,0.016616981822866507
54_15,"['52_12', '53_39']",6,2.0,34.9137,0.019233400908173364
54_3,"['53_18', '52_12']",7,inf,29.5219,0.028443323340374006
54_54,"['53_42', '52_12']",7,inf,48.681,0.016945651870922004
54_39,"['48_5', '46_68']",7,1.1411381717983136,35.0917,0.020724342708370595
54_26,"['52_12', '53_39']",7,1.037935327655152,44.4192,0.017341549632498267
54_41,"['46_68', '53_65']",7,0.9620646723448482,31.6481,0.02279784730864844
54_45,"['51_8', '46_68']",8,inf,45.6838,0.017928154618776875
54_88,"['53_35', '46_68']",8,inf,34.1489,0.02346375956265653
54_21,"['46_68', '53_42']",8,1.7730944239202733,40.4229,0.021537014581451193
54_9,"['51_8', '52_12']",8,0.891978587840764,35.5723,0.02289079038785277
54_50,"['53_11', '50_74']",9,inf,54.2923,0.021840018475489612
54_76,"['53_71', '51_39']",9,inf,36.0213,0.023962013010343713
54_43,"['36_41', '50_74']",9,2.0,44.6605,0.02368960412949309
54_55,"['52_12', '53_42']",10,inf,37.2995,0.027601307335371545
54_78,"['53_71', '53_50']",10,inf,39.7695,0.02433229752390086
54_52,"['53_4', '46_68']",11,inf,39.7632,0.05509391621796361
54_60,"['53_35', '53_71']",11,inf,45.7933,0.024901700974375447
54_25,"['46_68', '53_31']",11,2.0,40.3048,0.02500745615374228
54_42,"['52_12', '51_8']",12,inf,43.5009,0.026623296292611322
54_61,"['50_74', '53_74']",12,inf,61.2352,0.025970685464460883
54_2,"['53_35', '46_68']",12,2.0,43.7317,0.026325517516954833
54_16,"['53_65', '46_68']",13,inf,50.4058,0.026481100612789184
54_68,"['52_12', '53_35']",13,inf,46.4329,0.035009374772485204
54_33,"['50_74', '53_74']",14,inf,59.7494,0.02849950692884234
