cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Energy Change Percent
36_41,"['35_74', '33_58']",1,inf,16.2705,0.02282506565562677
46_68,"['45_26', '45_35']",1,inf,70.6384,0.008290056812950435
38_53,"['37_72', '37_33']",1,0.38857778476672566,44.1979,0.009843557366278519
42_25,"['35_58', '35_58']",1,0.34619187400079665,57.853,0.008504602690809363
46_59,"['44_58', '45_13']",1,0.25828514473492237,31.9284,0.012244092931834547
46_13,"['42_25', '42_25']",1,0.24841949848900804,57.8584,0.008463727471714897
42_72,"['41_73', '41_73']",1,0.2462160753283177,70.5943,0.008300151232489662
46_54,"['45_10', '38_53']",1,0.22911386431714298,38.6234,0.010909017006514475
41_83,"['39_9', '39_9']",1,0.21499494904198993,34.9082,0.011348569171199085
46_67,"['45_10', '44_58']",1,0.19984847017927485,27.4974,0.013121502624942608
46_66,"['38_53', '45_74']",1,0.17583592066605735,43.9466,0.010434771935365666
46_63,"['45_16', '45_16']",1,0.1645799167921124,18.7108,0.020244425820213796
46_46,"['45_55', '45_16']",1,0.14381712973259797,20.5968,0.018249505746606946
46_65,"['45_47', '45_81']",1,0.1381874648392386,18.4711,0.021909040493925495
46_84,"['45_68', '45_81']",1,0.10930309809535765,21.717,0.01723751879732191
46_35,"['45_81', '36_41']",1,0.1034980783595546,18.3603,0.022159277275290316
46_16,"['45_10', '45_47']",1,0.10221640996981832,27.4641,0.013955382072426175
46_34,"['45_51', '45_51']",1,0.10019384285290217,22.5422,0.01638842363516141
46_43,"['45_28', '45_10']",1,0.09336840871219806,25.139,0.014892860391674536
46_61,"['36_41', '45_37']",1,0.09094975269470003,19.5752,0.019812046021833445
46_11,"['45_16', '45_39']",1,0.08098915392981033,20.4065,0.01897754588204242
46_89,"['45_57', '44_58']",1,0.07987866846699004,23.4549,0.015968565790886777
46_79,"['45_28', '45_39']",1,0.07359531810568258,22.3809,0.017137755205948867
46_60,"['45_10', '44_49']",1,0.07270338776892227,19.8193,0.019218822754195754
46_86,"['45_39', '45_47']",1,0.07077867501754748,23.5987,0.015273808905402626
45_10,"['44_15', '44_69']",1,0.06843567613203559,26.4336,0.014322816994177204
46_6,"['45_28', '45_10']",1,0.06303049299592542,25.7488,0.014491517638090947
46_71,"['45_39', '45_47']",1,0.050443805314554634,23.521,0.015489064175835636
46_52,"['43_2', '42_72']",1,0.0014148288823476994,70.6112,0.008294377260804012
29_0,"['14_78', '28_66']",1,0.0005874181704059524,70.6383,0.008291349880477968
46_85,"['29_0', '29_0']",1,0.00021012129409086287,70.6383,0.008291349880477968
43_2,"['42_35', '42_19']",1,0.0,70.6383,0.008291349880477968
46_62,"['29_0', '45_26']",2,inf,70.636,0.008549458582099002
46_78,"['44_49', '45_28']",2,inf,18.5487,0.02845520594606848
46_82,"['42_25', '45_68']",2,0.6157966355780441,46.6042,0.010279188412879631
46_41,"['36_41', '45_81']",2,0.3863528553581316,18.8239,0.022030451931548376
46_40,"['41_83', '41_83']",2,0.31572512138170367,35.2966,0.011433486177826828
46_25,"['42_25', '45_10']",2,0.2750775515907352,44.3063,0.010745159931670458
46_14,"['45_68', '45_68']",2,0.16020450815143972,32.8462,0.01265029836212784
46_87,"['45_28', '45_39']",2,0.1492452842531863,21.8131,0.017515158610010597
46_20,"['45_28', '44_49']",2,0.14914389487586371,20.6647,0.01870741159770935
46_76,"['45_13', '45_55']",2,0.1464079901950598,24.4853,0.01605548758028441
46_53,"['45_68', '45_16']",2,0.1439687320516046,19.8835,0.019746560965888966
45_16,"['44_36', '44_71']",2,0.13507802398094793,18.8322,0.020872906326631833
46_0,"['45_15', '45_10']",2,0.13060648664512595,26.4972,0.015051167664771494
46_28,"['45_10', '45_51']",2,0.1246314574654511,22.82,0.016560244803268672
46_75,"['45_16', '38_53']",2,0.10556151818886383,26.9756,0.014407363998933878
46_70,"['45_57', '45_68']",2,0.09725171886527412,28.8905,0.013864513257583075
45_13,"['44_53', '44_69']",2,0.09344288184097663,31.6557,0.013231065770422934
46_56,"['45_51', '44_58']",2,0.05169275492349354,29.7124,0.013312731854606378
46_45,"['45_28', '45_13']",2,0.04349898115242933,29.5087,0.013439548499635625
46_9,"['41_83', '45_28']",3,inf,21.3151,0.01907658191778575
46_42,"['45_35', '45_26']",3,inf,70.6698,0.008764309953245454
46_38,"['45_68', '42_25']",3,0.9580981007647101,51.4175,0.011213113802959961
46_4,"['44_58', '41_83']",3,0.43480718522486494,36.5155,0.011508208838301174
46_12,"['41_83', '45_74']",3,0.34932108021527225,33.0517,0.013545006527118233
46_69,"['45_16', '44_58']",3,0.30374480166064954,28.5276,0.014516595207912939
46_3,"['45_68', '45_68']",3,0.26769378803389393,36.3792,0.012554830588881861
46_8,"['38_53', '36_41']",3,0.22572708275021836,26.8619,0.015383996057488145
46_27,"['45_22', '45_16']",3,0.2226409364511162,21.9828,0.01819715060932855
46_74,"['36_41', '38_53']",3,0.18479354870707795,25.3985,0.016190553720960243
46_77,"['45_55', '45_16']",3,0.15133030769449962,22.9291,0.017117880491820985
46_58,"['45_51', '45_10']",3,0.11246027520987233,24.2994,0.016754223397895552
46_22,"['45_55', '45_10']",3,0.0630288243825522,23.7281,0.017001257871615928
46_15,"['45_16', '45_15']",4,inf,23.409,0.017457057721123496
46_33,"['45_74', '45_37']",4,inf,37.2112,0.012357249948947876
46_2,"['38_53', '45_16']",4,1.1403395825105762,30.9984,0.014715144374907825
46_36,"['44_58', '45_47']",4,0.8596604174894237,27.8141,0.015817942508692232
46_26,"['45_16', '42_25']",4,0.44695267578958375,29.6394,0.015375040187217222
46_24,"['45_10', '42_72']",5,inf,55.9865,0.01292474116018207
46_83,"['45_51', '41_83']",5,inf,25.016,0.017908312777733797
46_57,"['42_25', '45_51']",5,1.5391136826699152,39.2131,0.014862791976502534
46_72,"['45_68', '45_10']",5,0.7668226048111583,28.1913,0.016122401451066075
46_49,"['45_37', '45_16']",5,0.46088631733008484,27.8194,0.01685090717637879
46_7,"['43_2', '45_13']",6,inf,29.3272,0.018070560759513233
46_18,"['43_2', '45_51']",6,inf,58.402,0.013647389843804604
46_23,"['43_2', '38_53']",7,inf,30.3825,0.018593362707174
46_80,"['45_37', '42_72']",8,inf,32.3917,0.020466398229748613
46_88,"['42_72', '45_15']",8,inf,33.9057,0.019692527798537196
46_29,"['42_72', '41_83']",9,inf,41.209,0.019896124999223226
46_64,"['45_16', '42_72']",9,inf,33.3589,0.03628360742043219
46_39,"['43_2', '44_58']",9,1.4112198213268488,34.6957,0.021548678799552207
46_21,"['29_0', '45_15']",9,0.7127130259196184,36.9487,0.020651157215744318
46_17,"['43_2', '45_22']",9,0.5887801786731514,39.5032,0.019905007017191747
46_51,"['42_72', '38_53']",10,inf,54.1075,0.019995590245177632
46_55,"['42_72', '45_39']",10,inf,34.7369,0.0244643335037251
46_48,"['41_83', '43_2']",10,2.0,35.0231,0.021553501405174116
46_1,"['42_25', '42_72']",11,inf,40.405,0.021710154950100844
46_37,"['45_68', '42_72']",11,inf,35.3341,0.02267715752006944
46_19,"['43_2', '45_10']",11,2.0,37.5546,0.021806225578648513
46_10,"['42_25', '42_72']",12,inf,47.4292,0.021846735186448172
46_31,"['29_0', '36_41']",12,inf,35.7293,0.030717786335736515
46_47,"['42_25', '45_4']",12,1.2468816147100452,36.8201,0.023883582716066335
46_81,"['42_72', '45_47']",12,1.1363745420716753,40.1918,0.02304017456715018
46_44,"['43_2', '45_16']",13,inf,37.5923,0.030715938630071604
46_50,"['29_0', '45_16']",13,inf,41.5962,0.02430258943959851
46_5,"['36_41', '29_0']",13,2.0,40.8526,0.025006047233281124
46_30,"['43_2', '45_13']",14,inf,45.1269,0.026372416551532163
46_73,"['29_0', '45_68']",14,inf,43.5327,0.03674475329789214
46_32,"['43_2', '45_55']",15,inf,77.4914,0.039401076037459015
