cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Energy Change Percent
29_0,"['14_78', '28_66']",1,inf,70.6383,0.008291349880477968
36_41,"['35_74', '33_58']",1,inf,16.2705,0.02282506565562677
43_2,"['42_35', '42_19']",1,inf,70.6383,0.008291349880477968
42_25,"['35_58', '35_58']",1,0.41312950304437235,57.853,0.008504602690809363
44_49,"['43_4', '43_87']",1,0.3026658441406175,19.6422,0.019463559772819532
44_58,"['43_68', '43_52']",1,0.27442081586560324,39.4248,0.010927676041991989
41_83,"['39_9', '39_9']",1,0.2646438904148135,34.9082,0.011348569171199085
38_53,"['37_72', '37_33']",1,0.2515179908750156,44.1979,0.009843557366278519
44_36,"['38_68', '43_56']",1,0.24996711774285715,32.4116,0.012899151606623258
42_72,"['41_73', '41_73']",1,0.2495177158427191,70.5943,0.008300151232489662
44_42,"['43_56', '43_10']",1,0.24138539409182797,24.3529,0.014594211916903566
44_15,"['42_38', '42_38']",1,0.2411109829246807,21.5173,0.018147040525532253
44_48,"['43_68', '43_87']",1,0.20825049574595705,19.4876,0.02200331616396219
44_23,"['43_56', '43_56']",1,0.20587569175635267,21.9192,0.016568013753154785
43_56,"['42_65', '42_37']",1,0.1805721076508435,22.7048,0.015472346758825686
44_70,"['42_25', '43_17']",1,0.17448856387938455,50.5559,0.008947750357787823
44_24,"['43_56', '43_49']",1,0.16880045377984038,47.7562,0.009499352594469176
44_27,"['43_6', '43_17']",1,0.1674972152196137,28.0006,0.0133798045532911
44_53,"['43_17', '43_17']",1,0.114204162340059,28.4809,0.013263360725792192
38_68,"['37_68', '37_1']",1,0.08944883796111167,50.3875,0.009044876567257623
44_71,"['43_87', '43_68']",1,0.08505618193845671,18.1282,0.022493645131068035
44_13,"['43_56', '36_41']",1,0.05874111450423295,18.5389,0.022195276788576506
44_32,"['29_0', '29_0']",1,0.0014127637030816802,70.6318,0.0082942390865145
44_55,"['42_72', '29_0']",1,0.00031834941004395376,70.6382,0.008291353967616792
44_72,"['42_25', '43_52']",2,inf,54.9166,0.009420312956397055
44_73,"['43_29', '42_38']",2,inf,18.445,0.02343432982534927
44_17,"['43_68', '43_3']",2,0.5646691063233535,20.4524,0.019940920292312835
44_20,"['43_68', '43_68']",2,0.32688422027526126,21.9548,0.01686966928688879
44_61,"['43_74', '43_29']",2,0.30559410399753595,38.6306,0.012024605980511194
44_69,"['43_10', '42_38']",2,0.278354836375428,26.5387,0.014776481198343069
44_19,"['42_25', '43_4']",2,0.26806362172460724,45.7398,0.01073041332921473
44_43,"['36_41', '43_74']",2,0.24685324349009108,33.815,0.0130104538370484
44_11,"['43_44', '43_25']",2,0.2132688463892557,28.8898,0.014182944528292437
44_40,"['43_44', '43_89']",2,0.20851311269722475,24.5396,0.016412272861117783
44_14,"['38_68', '42_25']",2,0.2072988642946743,48.1458,0.010150898607801368
43_74,"['38_68', '38_53']",2,0.18406429113800923,40.9437,0.011140178391656236
44_46,"['38_68', '42_25']",2,0.1378010913189036,50.6286,0.009558393613880114
44_10,"['43_29', '42_25']",2,0.12653216317766214,40.8164,0.011418103341960627
44_64,"['42_25', '43_68']",2,0.11692415811547066,31.6959,0.013769354452851611
44_37,"['43_74', '42_25']",2,0.11035434054609129,50.2947,0.009575519465895254
44_9,"['43_4', '43_6']",2,0.10351007771920019,23.3516,0.01647396137997847
44_85,"['43_32', '38_53']",2,0.10178347071742444,33.1626,0.013382961798911927
44_57,"['43_10', '43_68']",2,0.06778672229327963,31.8969,0.013699829465695462
44_25,"['42_25', '43_6']",3,inf,50.3753,0.010130853851537041
44_38,"['36_41', '43_44']",3,inf,19.4765,0.023888647822400893
44_88,"['43_52', '43_4']",3,0.5259467424265621,20.928,0.020296164119899873
44_51,"['43_17', '43_74']",3,0.3778335381111063,46.0095,0.011142696255385446
44_31,"['38_68', '42_25']",3,0.34100157427464006,39.9818,0.012848787624883553
44_2,"['43_32', '42_25']",3,0.31908785301978904,41.7251,0.011477479363203319
44_80,"['43_87', '43_6']",3,0.2685293692518151,29.6884,0.014472411815989015
44_26,"['42_38', '43_49']",3,0.24785737182293782,35.1899,0.013259089123679417
44_86,"['43_32', '43_80']",3,0.2312818269863073,25.0439,0.01650444941668074
44_21,"['43_6', '36_41']",3,0.22913385180827286,22.1498,0.0178430766602299
44_16,"['41_83', '43_74']",3,0.20329017095533222,33.1003,0.013863716767961054
44_22,"['43_74', '43_29']",3,0.18415015831214807,27.4811,0.01582456236287744
44_45,"['43_4', '43_49']",3,0.17967681554220738,22.9154,0.016973596903145323
44_76,"['43_87', '43_6']",3,0.16971894288687128,27.9078,0.015246110525729733
44_52,"['43_4', '43_49']",3,0.11157523011713383,33.9201,0.013559766095994106
