cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Energy Change Percent
14_78,"['13_62', '13_62']",1,inf,70.6382,0.008291353967616792
23_4,"['22_67', '22_67']",1,inf,70.6382,0.008291353967616792
23_7,"['22_19', '16_53']",1,inf,17.8544,0.02761513665921642
22_87,"['16_53', '21_24']",1,0.372682307234079,27.7951,0.013601476436845238
22_18,"['21_40', '21_20']",1,0.32626393216225447,37.1534,0.01250358378570754
23_14,"['18_2', '18_2']",1,0.2568127914010092,58.6328,0.00874734084455611
23_56,"['22_0', '22_67']",1,0.24977300921162912,70.5943,0.008300151232489662
22_8,"['21_27', '20_85']",1,0.24135720862449683,25.9418,0.015600726788067024
23_6,"['22_2', '22_46']",1,0.2375488161128108,38.4456,0.01119589721309953
23_80,"['22_85', '18_2']",1,0.2340494886156813,53.4497,0.009711150657466238
23_61,"['22_23', '22_46']",1,0.20510565541098463,48.6192,0.009740535730516416
16_53,"['11_29', '11_29']",1,0.1839614170444677,18.0972,0.02533557400060143
22_46,"['21_46', '21_14']",1,0.17783588178167772,24.0581,0.01689732093408884
22_19,"['16_53', '19_39']",1,0.1690289827716251,18.3044,0.022885672966455606
23_70,"['22_8', '22_75']",1,0.16716594842444715,20.4491,0.019352988021469338
23_39,"['22_77', '22_85']",1,0.1559853121572933,45.9067,0.011117764438597496
23_17,"['22_44', '18_2']",1,0.14807177152027803,58.3179,0.008768441003427791
23_55,"['22_19', '16_53']",1,0.13070709580133538,18.1824,0.02418038473524129
22_81,"['21_62', '20_85']",1,0.12373045961659977,19.0748,0.020837005955026276
23_78,"['22_23', '16_53']",1,0.12266004862937985,46.0592,0.010968957035154648
23_47,"['22_8', '22_19']",1,0.12061329500473066,19.0683,0.02123842724260073
23_21,"['20_85', '22_8']",1,0.11657219762827886,23.3384,0.01808410205830811
20_85,"['17_58', '19_25']",1,0.07888109377201366,21.4306,0.018469169517450108
23_59,"['16_53', '22_87']",1,0.05607079163537365,21.9647,0.018383557543831624
23_42,"['22_1', '22_67']",1,0.0008231616139879166,70.595,0.008300059856394718
23_25,"['22_13', '22_67']",1,0.00046378879646482934,70.595,0.008300059856394718
22_67,"['14_78', '21_9']",1,0.0,70.6382,0.008291353967616792
23_15,"['22_23', '22_37']",2,inf,58.8329,0.009100896453594774
23_18,"['22_87', '22_75']",2,inf,19.1054,0.023778451492967628
23_2,"['22_19', '22_87']",2,0.3004137053441762,20.8294,0.020134708399850522
23_57,"['20_85', '22_75']",2,0.29164836171710296,19.2485,0.02333303931750511
23_29,"['22_85', '22_77']",2,0.2633104388883505,51.4043,0.009860609643541683
23_65,"['18_2', '22_81']",2,0.25166073929422733,34.2581,0.013766759188746727
23_68,"['22_69', '22_23']",2,0.24557504896650093,45.6821,0.011206367202409712
23_38,"['22_17', '22_46']",2,0.22417623512489165,28.3931,0.014454618753586845
23_32,"['22_2', '22_77']",2,0.21116299897783875,48.7606,0.010700863103588223
23_37,"['22_17', '16_53']",2,0.20663905143474218,28.0546,0.015979716376012636
23_84,"['22_85', '22_8']",2,0.20465761074336716,40.8464,0.01138135735955515
23_64,"['22_46', '22_24']",2,0.19449545830471546,32.352,0.014277056673770053
23_85,"['22_44', '22_81']",2,0.18332745441887624,38.0483,0.01268782335848854
23_48,"['22_46', '22_87']",2,0.16930763135602497,26.1536,0.01666017855458598
23_86,"['20_85', '22_81']",2,0.15460878329936495,24.4845,0.018102082958584956
23_53,"['22_37', '22_81']",2,0.14503019241628207,39.4951,0.011924417553454499
23_88,"['22_87', '22_75']",2,0.1429997634305876,23.7998,0.01916205686975746
23_43,"['22_81', '22_18']",2,0.14025245100686035,25.1998,0.01741001605431986
23_79,"['22_37', '18_2']",2,0.12379335227527964,51.1729,0.010135618534011927
